package_name,download_count
casadi,397056
onnxconverter-common,396885
cobble,396689
pdoc,396518
piexif,396120
pyupgrade,395816
ecs-logging,395342
pylatexenc,395321
types-docopt,394506
aiomultiprocess,394103
jupytext,394043
ratelim,393613
aws-cdk.cloud-assembly-schema,393306
PySide2,392013
j2cli,391417
patch-ng,391325
imblearn,390820
zenpy,390739
aio-pika,390665
shiboken2,390517
types-aiobotocore,390505
pvlib,390459
gcovr,390354
hypercorn,390041
soda-core-spark,389639
azure-mgmt-privatedns,389188
sphinx-argparse,388839
get-reader,388097
opensimplex,387992
tensorflow-probability,387737
oyaml,387476
pytimeparse2,386916
poethepoet,386710
django-crispy-forms,386639
llama-cloud,386567
gmpy2,386384
pudb,386246
koalas,386145
libusb1,385632
mypy-boto3-apigateway,384977
s3pathlib,384934
bc-python-hcl2,384767
iterproxy,384162
segment-analytics-python,383887
aiormq,383702
pyformance,383626
apache-airflow-providers-dbt-cloud,383335
CherryPy,382688
phik,382673
metaflow,382652
policy-sentry,381865
circuitbreaker,381752
helpers,381487
jupyter-packaging,381186
gspread-dataframe,381006
sortednp,380887
kgb,380700
pylev,380189
ccxt,379488
lagom,379288
social-auth-core,379132
python-can,379108
icdiff,378392
pytorch-metric-learning,378388
plyvel,378329
googlemaps,378120
pyevtk,378057
azure-mgmt-hdinsight,378052
pycep-parser,377922
progress,377709
presto-python-client,376671
utilsforecast,376350
arabic-reshaper,375975
uModbus,375290
httmock,374843
jsonschema-spec,374777
tox-uv,374183
moepy,374170
cloudsplaining,374166
rouge-score,373630
django-simple-history,373618
inputimeout,373534
triad,373104
vk-api,373029
dogpile.cache,372578
vabene,371925
argo-workflows,371244
wurlitzer,371046
async-modbus,370943
portend,370302
pyspellchecker,370071
oslo.utils,369975
tensorflow-io,369529
func-args,369507
logging-azure-rest,369303
gymnasium,368695
pytest-dotenv,368557
jieba,368499
apache-airflow-providers-jdbc,367760
gluonts,367172
country-converter,367133
pymilvus,366728
cliff,366608
mypy-boto3-emr,366232
types-tqdm,366155
azure-mgmt-security,365763
pymongo-auth-aws,365167
adagio,364994
ghapi,364571
django-import-export,364045
open-clip-torch,363910
jusText,363834
daiquiri,363069
puremagic,362756
pyviz-comms,362752
infinity,362642
tecton,362622
extras,362576
python-keycloak,362483
pipelinewise-singer-python,362304
vtk,361829
notifiers,361708
InquirerPy,361463
argh,361334
natto-py,361169
ansi2html,361072
backports.tempfile,360925
argparse-addons,360911
watchgod,360815
arviz,359871
langgraph-checkpoint,359487
bc-jsonpath-ng,359177
openlineage-airflow,359176
port-for,358747
databricks-pypi2,358666
azure-mgmt-synapse,358324
pfzy,358208
injectool,358111
auth0-python,357977
py-ecc,357791
dictio,357758
pybase64,357338
skl2onnx,356945
GPyReg,356604
textblob,355850
pyhanko-certvalidator,355285
sobol-seq,355264
prance,354867
types-beautifulsoup4,354805
pygtrie,354543
traittypes,354397
sqlfluff-templater-dbt,354370
pytest-httpserver,354221
gevent-websocket,353981
ospx,353945
ndjson,353832
curl-cffi,353651
lunardate,353438
braceexpand,353396
openapi-schema-pydantic,353316
jinja2-simple-tags,352342
httpbin,352167
albucore,352042
polyfactory,351831
azure-cli,351700
langfuse,351132
types-Pygments,350966
c7n,350915
pycomposefile,350910
rouge,350585
pdm-backend,350141
mypy-boto3-xray,349608
hashids,349315
pyte,349139
hubspot-api-client,349020
bolton-proctor,349013
vimala,348976
trafilatura,348645
colorzero,348435
azureml-dataprep,348196
decli,347330
svglib,347175
verboselogs,346809
gpiozero,346780
dicomweb-client,346404
ffmpegio,346200
mecab-python3,346092
ffmpegio-core,345771
prefect-aws,345674
oslo.config,345561
neovim,345140
social-auth-app-django,345046
tippo,343885
ibm-db,343840
mypy-boto3-sns,343331
idna-ssl,343092
func-timeout,343087
probableparsing,342434
apache-airflow-providers-mongo,342433
textwrap3,342333
colorcet,342272
odfpy,342202
EditorConfig,341359
mypy-boto3-signer,341358
coreforecast,340759
azure-multiapi-storage,340752
mypy-boto3-schemas,340607
banal,340487
pykube,340400
azure-mgmt-appconfiguration,340374
oslo.i18n,339835
opentelemetry-sdk-extension-aws,339661
pybuildkite,339172
azure-mgmt-redhatopenshift,338827
Flask-Compress,338251
pinecone-plugin-inference,337915
ansiwrap,337616
azure-mgmt-netapp,337597
looseversion,337592
usaddress,337419
betterproto,335840
impyla,335701
django-rest-enumfield,335545
tensorstore,335531
pip-requirements-parser,335456
xhtml2pdf,335117
rembg,335073
mirakuru,335024
python-on-whales,334966
selenium-wire,334694
littleutils,334511
mss,334300
flake8-polyfill,334109
dagster-postgres,333857
langchain-anthropic,333734
pytest-factoryboy,333453
ctranslate2,333403
azure-mgmt-sqlvirtualmachine,333362
azure-keyvault-administration,333347
parsy,332405
dataclasses-avroschema,332387
delegator.py,332337
dbl-tempo,332311
aiostream,331934
dockerpty,331928
types-MarkupSafe,331731
google-cloud-trace,331671
final-class,331534
mercantile,331281
PyMatting,331261
sphinxcontrib-mermaid,331236
azure-mgmt-imagebuilder,331072
azure-synapse-accesscontrol,330717
lupa,330705
glob2,330134
clang,330101
jsbeautifier,330072
azure-mgmt-servicelinker,329966
oslo.serialization,329842
commitizen,329690
names,329652
ip3country,328860
azure-mgmt-botservice,328797
dagster-pandas,328697
nagiosplugin,328544
types-Jinja2,328415
logzio-python-handler,327943
p4p,326777
Js2Py,326763
dohq-artifactory,326651
pretty-html-table,326247
sshpubkeys,326116
azure-mgmt-servicefabricmanagedclusters,325947
Flask-Admin,325841
suds-community,325762
epicscorelibs,325458
supervision,325135
azure-mgmt-databoxedge,325040
luigi,324922
pytest-httpbin,324866
munkres,324661
types-freezegun,324559
rfc5424-logging-handler,324367
tensorflow-addons,324091
azure-synapse-managedprivateendpoints,324088
pvxslibs,324066
ulid-py,323734
neologism,323604
azure-mgmt-extendedlocation,323526
autopage,323459
hbutils,322847
icontract,322758
camel-converter,322432
debtcollector,322186
DataProperty,322054
cloudflare,322039
xattr,321776
msoffcrypto-tool,321310
setuptools-dso,321275
cerberus-python-client,321065
ydata-profiling,320882
dataset,320637
ndindex,320568
types-aiobotocore-s3,320315
django-js-asset,320094
docx2txt,319714
elastic-apm,319376
backports-datetime-fromisoformat,319020
aws-sam-cli,318847
courlan,318818
webassets,318816
raven,318793
pluralizer,318744
pinecone-plugin-interface,318683
thoth-common,317925
dagster-aws,317806
netmiko,317053
gotrue,316895
ibm-cloud-sdk-core,316707
thoth-python,316187
thoth-analyzer,315795
PyQt6,315760
flasgger,315626
docopt-ng,315622
azureml-dataprep-rslex,315611
resampy,315558
azure-schemaregistry,315541
betamax,315358
pysbd,314985
tables,314772
fusepy,314306
apsw,313999
supabase,313378
versioningit,312248
mypy-boto3-emr-serverless,312016
thoth-storages,311947
pyutils-hep,311769
slugify,311616
matrix,311357
apache-airflow-providers-microsoft-azure,311340
gitdb2,311190
torchtext,311043
dash-bootstrap-components,310913
ntlm-auth,310617
dotmap,310584
flexmock,310460
backports.cached-property,310391
tabledata,310100
python-ulid,309834
Wand,309795
varname,309431
preggy,309182
python-coveralls,309069
screeninfo,308810
postgrest,308783
homeassistant,308538
thoth-license-solver,308070
gguf,307912
bitmath,307898
Farama-Notifications,307150
oauth2,307076
types-click,306932
realtime,305816
kodi-addon-checker,305600
flake8-debugger,305123
workalendar,305063
pyxdg,304931
mlog-arithmetic-runner,304914
Kodistubs,304746
apache-airflow-providers-odbc,304596
inotify,304473
dewloosh.core,304194
simple-gcp-object-downloader,304188
blosc2,304123
pycparserext-gnuc,303832
dewloosh.math,303828
safehttpx,303766
dewloosh.geom,303725
PyQt6-Qt6,303678
dewloosh,303632
thop,302978
autobean-refactor,302791
dagster-graphql,302715
msgraph-sdk,302401
WMI,302299
LunarCalendar,301249
flatdict,300946
pypsrp,300916
arch,300694
pytablewriter,300484
supafunc,300302
storage3,299333
PyQt6-sip,298742
grpc-stubs,298348
event-model,297576
Flask-Assets,297286
azure-mgmt-appcontainers,297236
kornia-rs,296810
jsons,296657
dagster-spark,296295
transforms3d,295918
proxy-db,295750
jupyter-ydoc,295636
picu,295576
munidata,295520
aiorwlock,295214
aws-cdk.aws-lambda-python-alpha,295088
sgqlc,294824
colander,294453
jupyter-server-ydoc,294192
PyByteBuffer,293519
requests-sigv4,293315
breathe,293059
feedgen,292953
icecream,292290
xdg,291775
s3cmd,291723
flake8-pyproject,291432
types-retry,291293
ebcdic,291227
pytest-azurepipelines,291098
python3-logstash,291061
distogram,290867
pyquaternion,290549
phonenumberslite,289814
pytest-postgresql,289544
jsmin,289473
Flask-PyMongo,289392
grapheme,289387
nanoid,289315
chex,289285
exchange-calendars,288753
property-manager,288324
django-allauth,287974
instructor,287961
apache-airflow-providers-pagerduty,287905
sphinx-tabs,287903
stups-tokens,287658
dlt,287644
opentelemetry-instrumentation-jinja2,287632
opencv-contrib-python-headless,286039
halp,285930
keystoneauth1,285591
flask-swagger-ui,285508
jschon,285476
pigpio,285325
bz2file,285195
crccheck,284887
jsun,284660
flask-marshmallow,284430
stytch,284074
azure-storage,284014
SpeechRecognition,283868
ollama,283428
msgpack-python,283419
stups-zign,283352
y-py,283337
stups-cli-support,283157
Paste,282921
starlette-context,282841
azureml-mlflow,282814
pandas-market-calendars,282796
dagster-webserver,282792
casbin,282499
azure-ai-formrecognizer,282238
snowflake,282209
livy,281625
hacking,281423
meshio,281413
azure-digitaltwins-core,281263
singleton-decorator,281208
optax,280583
outdated,280397
textfsm,280376
google-cloud-artifact-registry,279446
mypy-boto3-kms,279436
skolemizer,279219
pentapy,279195
redisgraph-bulk-loader,279173
cosmotech-api,279137
openturns,278758
comet-ml,278656
credstash,278539
visions,278376
ipyvuetify,278278
safety-schemas,278113
scikit-optimize,278053
ipyvue,277805
Telethon,277669
pyairtable,277548
structlog-sentry,277437
youtube-dl,276749
html-text,276687
blake3,276502
setuptools-git,276452
halo,276371
mimesis,276293
flake8-print,276104
google-cloud-discoveryengine,275943
flask-authz,275917
jsonmerge,275809
foca,275766
adjustText,275658
delegator,275435
gssapi,275068
pyu2f,275067
girth,274786
awslambdaric,274658
yarg,274483
locustio,274040
nose-parameterized,273814
future-fstrings,273693
pytest-socket,273644
c7n-org,273587
tyro,273415
python-subunit,273220
stringzilla,273168
marshmallow-jsonschema,272941
numpy-groupies,272772
property-cached,272727
django-otp,272584
caproto,272231
dotty-dict,272170
requests-auth-aws-sigv4,272110
python-semantic-release,271881
exchangelib,271779
cachy,271697
tfx-bsl,271497
lief,271408
retry2,271265
jupyter-server-fileid,271071
mlxtend,270530
swifter,270515
rope,269900
pyvmomi,269488
langgraph-sdk,269482
pymediainfo,269204
cookies,269162
ess-streaming-data-types,268720
mypy-boto3-logs,268701
artifacts-keyring,268069
json-spec,268006
ypy-websocket,267919
versioneer-518,267780
unittest-data-provider,267612
types-decorator,266633
h5netcdf,266625
opentelemetry-instrumentation-sqlite3,266596
ElasticMock,266482
config,265999
nudged,265670
dimod,265512
fastprogress,264837
Cheetah3,264721
lorem,264706
protoc-gen-openapiv2,264594
apache-airflow-microsoft-fabric-plugin,264400
awacs,264003
uplink,263979
versioneer,263799
segment-anything,263263
sasl,262896
proselint,262831
yellowbrick,262725
flask-dance,261885
recommonmark,261772
textparser,261756
pyrate-limiter,261500
rfc3339,261430
datacompy,261198
pillow-heif,261195
snowflake-core,261099
dateutils,260927
QuantLib,260807
webdataset,260454
mypy-boto3-lakeformation,260433
pytest-assume,260215
google-cloud-bigquery-biglake,260129
pymunk,259997
docker-py,259721
azureml-dataprep-native,259465
healpix,259065
yalafi,258446
keyrings.alt,258379
fastapi-utils,258362
awkward0,258331
shellescape,258243
uproot3,258068
subprocess32,258024
uproot3-methods,257959
pyvoronoi,257805
flt,257637
flax,257269
gaussiancl,257119
asyncio-mqtt,257054
mypy-boto3-sagemaker,256952
sphinxcontrib-httpdomain,256203
cchardet,256181
asgi-correlation-id,256056
Pyomo,255926
zigpy,255754
pipreqs,255730
blosc,255092
petname,255040
googleads,255014
django-countries,254868
clickhouse-sqlalchemy,254790
dirty-equals,254739
pathfinding,254564
apache-airflow-providers-airbyte,254376
fast-curator,254301
elasticsearch7,254300
ping3,254002
untokenize,253614
bibtexparser,253499
mwparserfromhell,252988
evergreen-lint,252898
parver,252705
fastapi-users,252657
fixit,252577
quart-cors,252551
seqio-nightly,252434
ldaptor,252299
mlzlog,252252
flask-oidc,252018
smmap2,251938
djlint,251714
docformatter,251605
pathtools,251548
boost-histogram,251468
objgraph,251458
curatorbin,251411
luaparser,251395
pyenchant,251373
flake8-import-order,251352
pyahocorasick,251237
bearlibterminal,251220
snakeviz,250853
FLAML,250799
pyshp,250681
flogging,250615
poetry-plugin-pypi-mirror,250597
getmac,250525
fragile,250361
tdqm,250274
python-frontmatter,250178
judo,250152
crc32c,250119
ocspbuilder,249998
python-ipware,249985
pysmb,249445
proxy-protocol,249367
ocspresponder,249303
jsoncomment,249135
pythtb,248962
acryl-sqlglot,248943
fsc.export,248928
symmetry-representation,248876
Naked,248526
pyqtgraph,248055
tensorflow-cpu,247792
sktime,247733
trl,247122
groq,247115
autofaker,247023
tensorflowjs,246603
treq,246408
array-record,246179
fasttext-langdetect,246061
microsoft-kiota-serialization-form,245865
python-baseconv,245335
python-oxmsg,245303
ntc-templates,244945
filecheck,244650
Routes,244498
codacy-coverage,244308
deap,244248
brotlipy,244175
flash-attn,244152
unyt,244094
seleniumbase,244055
microsoft-kiota-serialization-multipart,243744
pip-api,243544
fastapi-pagination,243404
types-termcolor,243278
bleak,243185
pandas-flavor,242899
undetected-chromedriver,242896
hist,242437
pytest-recording,242379
mlforecast,242348
autodocsumm,242316
pytest-dependency,242294
mypy-boto3-appconfig,242123
EasyProcess,242119
apache-airflow-providers-salesforce,242107
vector,242087
django-health-check,242062
crayons,241815
types-colorama,241488
dagster-docker,241392
lancedb,241302
coincurve,241288
peppercorn,240748
types-pyserial,240677
openapi-core,240578
microsoft-security-utilities-secret-masker,240548
coremltools,240147
doit,239945
mplhep,239905
torch-model-archiver,239868
Inflector,239810
tableau-api-lib,239654
tbb,239607
simple-slurm,239602
uhi,239562
django-csp,239529
histoprint,239486
django-silk,238948
everett,238897
pwdlib,238857
yamlordereddictloader,238837
aiosmtplib,238357
eradicate,238290
Flask-SSO,238226
dateformat,238040
open3d,237848
django-etc,237799
jupyter-cache,237567
fastrlock,237537
josepy,237487
ptpython,237434
fluent-logger,237375
correctionlib,237318
facexlib,236870
fastai,236869
cf-xarray,236859
sqlalchemy-stubs,236668
gcs-oauth2-boto-plugin,235941
openmim,235833
flask-talisman,235803
os-service-types,235739
burger,235525
aresponses,235503
vllm,235458
opentelemetry-exporter-gcp-trace,235353
spandrel,235244
stestr,234981
yarn-api-client,234758
codefind,234682
wslwinreg,234659
apache-airflow-providers-tableau,234575
PyKMIP,234396
markyp,234352
markyp-html,234313
flake8-eradicate,234227
eralchemy2,234206
kconfiglib,234171
strict-rfc3339,234074
ntplib,233960
dask-histogram,233839
u-msgpack-python,233441
mplhep-data,233092
interegular,233059
dask-awkward,232831
coffea,232668
django-prometheus,232579
a2wsgi,232053
clldutils,232040
requests-oauth,231797
mistral-common,231721
opentelemetry-resourcedetector-gcp,231718
osmium,231399
dagster-dbt,231174
sphinx-jinja,230951
opentelemetry-instrumentation-celery,230842
cpymad,230520
handpick,230482
onigurumacffi,230353
apache-airflow-providers-apache-spark,229955
whatever,229935
blessings,229712
bounded-pool-executor,229646
xsdata,229540
json-repair,228602
ncclient,228579
apache-airflow-providers-datadog,228332
fava,228196
fsspec-xrootd,228027
pytest-flake8,227984
ulid-transform,227948
lm-format-enforcer,227783
csvw,227721
voluptuous-serialize,226864
python-lsp-jsonrpc,226784
csr,226586
pymisp,226453
snowflake-legacy,226450
schwifty,226416
xxtea,226407
hdbscan,226022
pynrrd,225999
pykakasi,225829
ml-base,225711
pysaml2,225677
atomicwrites-homeassistant,225674
tink,225582
nlpaug,225264
ragged-buffer,225217
mock-serial,225156
pyscreeze,225114
faster-whisper,225062
pytest-nunit,225036
cibuildwheel,225001
wpilib,224849
easy-logs,224808
SimpleITK,224652
apache-airflow-providers-celery,224630
annoy,224353
python-geohash,224155
dragonfly-core,224115
pyexcel-io,224102
pretty-midi,223957
python-louvain,223817
numpy-financial,223809
chainer,223411
xarray-einstats,222846
outlines,222825
robotpy-wpiutil,222781
jinja2-time,222768
connectorx,222715
honeybee-radiance,222301
sharepy,221886
pyntcore,221865
scikit-build,221807
robotpy-hal,221633
robotpy-wpimath,221510
presidio-analyzer,221442
minidump,221381
sacred,221288
pydruid,221238
sphinx-favicon,221125
newrelic-telemetry-sdk,220976
django-anymail,220564
robotpy-wpinet,220378
openstacksdk,220084
minrpc,219903
Flask-BasicAuth,219815
rjsmin,219761
humanreadable,219696
pytelegrambotapi,219463
pip-system-certs,219269
pid,219207
escapism,219150
qcodes,218863
darkdetect,218643
lml,218516
drf-nested-routers,218341
antlr-denter,218013
opentelemetry-instrumentation-threading,217737
shyaml,217534
hnswlib,217513
jsonformatter,217268
regress,217268
cmaes,217246
plaid-python,217061
leb128,216997
robotpy-cli,216681
mypy-boto3-dataexchange,216595
eyes-selenium,216293
typing-validation,216291
vobject,216282
pynput,216259
openstackdocstheme,216033
json2html,216006
pqdm,215951
eyes-common,215725
broadbean,215577
ete3,215274
mypy-boto3-ses,215231
ldapdomaindump,215205
OSlash,214687
Flask-Executor,214654
easyocr,214377
nbimporter,214331
opentelemetry-instrumentation-asyncpg,214240
detect-secrets,214190
azure-mgmt-resourcegraph,214145
py-range-parse,213937
Flask-APScheduler,213688
envyaml,213639
subprocrunner,213306
hmsclient,213147
spirack,212843
sampleproject,212690
CoolProp,212634
statsig,212624
oslotest,212595
newick,212517
libsass,212385
expects,212184
singer-python,212171
vertexai,212140
swagger-spec-validator,211986
asynch,211858
opentelemetry-instrumentation-aws-lambda,211744
dragonfly-schema,211735
MechanicalSoup,211423
validate-email,211246
customtkinter,211229
python-memcached,211183
types-Werkzeug,211058
dagster-k8s,210967
crypto,210833
azure-mgmt-hybridcompute,210782
urwid-readline,210758
cvxopt,210437
pyod,210085
rich-rst,209855
george,209852
os-api-ref,209788
jinjasql,209684
azure-mgmt-postgresqlflexibleservers,209410
pynetbox,209136
honeybee-radiance-folder,209076
honeybee-radiance-command,209022
pip-audit,208893
ratelimiter,208719
pyDOE,208264
opencensus-ext-requests,207952
django-taggit,207778
domdf-python-tools,207594
mapbox-earcut,207510
ical,207400
flask-security-too,207325
pytest-profiling,207265
pretty-errors,207200
git-remote-codecommit,206981
okta,206977
geckodriver-autoinstaller,206842
tensorflow-model-optimization,206657
py2md,206430
scooby,206393
qcodes-contrib-drivers,206386
publish-event-sns,206302
asyncclick,206161
python-keystoneclient,205869
azure-mgmt-kusto,205745
import-linter,205548
swiftsimio,205495
azure-mgmt-mysqlflexibleservers,205230
torchdiffeq,205197
executor,205121
dwave-networkx,205018
velociraptor,204962
pystan,204808
pytoolconfig,204140
us,204058
starlette-exporter,203795
core-universal,203755
mypy-boto3-elbv2,203702
clean-fid,203645
buildkite-test-collector,203562
scikit-base,203547
databind.core,203470
datadog-lambda,203428
rauth,203427
flake8-pep3101,203329
slacker,202961
fvcore,202824
docker-image-py,202776
stable-baselines3,202622
word2number,202541
django-formtools,202477
flake8-deprecated,202429
undecorated,202392
dataclass-wizard,202241
backports.entry-points-selectable,202220
rpaframework,201980
rcssmin,201716
powerlaw,201704
html-tag-names,201610
anybadge,201572
pyannotating,201540
opentelemetry-instrumentation-pymongo,201478
html-void-elements,201470
clint,201424
blowfish,201361
django-picklefield,201256
pyairports,201176
quantities,200985
nameparser,200984
ipyanchorviz,200968
pulsar-client,200830
spython,200675
asyncio-throttle,200671
win32-setctime,200471
pyrs,200388
aiodataloader,200342
typing-utils,200212
vintage,200151
avro-gen,200114
arnparse,200041
databind.json,200017
distribute,199980
openinference-semantic-conventions,199777
missingno,199770
linetable,199641
types-Flask,199266
fancycompleter,199116
pip-licenses,198739
PyDrive2,198728
pytest-snapshot,198691
requestsexceptions,198674
ttp,198518
pytweening,198235
macholib,197923
dbfread,197338
opentelemetry-instrumentation-asyncio,197259
collections-extended,197138
mojimoji,196993
django-compressor,196358
dsdobjects,196298
awscliv2,196291
pytest-ansible,196250
types-dateparser,196123
mypy-boto3-events,196063
pyjsparser,195735
envs,195614
xlutils,195597
PyLaTeX,195426
frictionless,195380
periodictable,195329
sqllineage,195270
langchain-google-genai,195144
dagster-cloud,195049
pydotplus,195042
google-cloud-recaptcha-enterprise,194683
netsuitesdk,194620
pdbpp,194588
asyncgui,194462
ragas,194330
wmctrl,194317
types-openpyxl,194041
p4python,193996
rtry,193872
marko,193797
packed,193743
numpy-quaternion,193635
PyRect,193606
tbats,193561
textdistance,193320
pyre-extensions,193299
pyroute2,193123
csaps,193061
suds-py3,192993
PyGetWindow,192911
partial-json-parser,192757
sodapy,192703
qcelemental,192608
mongo-tooling-metrics,192516
azureml-dataset-runtime,192366
PyAutoGUI,192100
zthreading,192035
django-mptt,191951
pythonnet,191848
backports.shutil-get-terminal-size,191809
mpyc,191777
opentelemetry-exporter-jaeger-thrift,191631
backports.csv,191505
opentelemetry-instrumentation-boto3sqs,191415
apache-airflow-providers-oracle,191363
mypy-boto3-batch,191311
mongo-ninja-python,191246
darglint,191093
frida,191084
TatSu,190993
simple-term-menu,190673
django-waffle,190301
deep-translator,190284
cssbeautifier,190173
cbor,190080
httptest,190067
myst-nb,189988
generic-iterative-stemmer,189848
junos-eznc,189819
pystrict,189698
libarchive-c,189684
gurobipy,189639
qulacs,189452
roundrobin,189364
curio,189356
confuse,189326
azure-ai-documentintelligence,189219
cybox,188993
grequests,188927
stix,188916
apipkg,188843
mixbox,188822
prefect-gcp,188808
mypy-boto3-cloudwatch,188718
azure-storage-nspkg,188695
clikit,188450
MouseInfo,188434
libusb-package,188277
duckduckgo-search,188205
slowapi,188155
stanfordcorenlp,187966
pyvcd,187794
cma,187600
imagecodecs,187498
asyncstdlib,187432
graphyte,187341
opentelemetry-instrumentation-starlette,187099
pegen,187070
asyncache,187003
compose,186708
cirq-core,186659
PyICU-binary,186192
logz,185949
sockio,185937
ipympl,185719
serialio,185712
connio,185589
jamo,185498
pysml,185440
openmath,185409
sphinx-airflow-theme,185403
PyInquirer,184980
flask-swagger,184957
google-reauth,184865
bsdiff4,184803
htmldocx,184589
PyMsgBox,184564
duckdb-engine,184563
mypy-boto3-bedrock-runtime,184414
policyuniverse,184264
s2sphere,184035
rank-bm25,184022
celluloid,183906
assertpy,183896
flytekit,183890
opentelemetry-instrumentation-system-metrics,183804
types-stripe,183544
pytest-lazy-fixture,183242
pusher,183115
simplegeneric,182680
gnupg,182566
simple-parsing,182293
json-logging,182246
python-miio,182213
transformations,181975
google-cloud-error-reporting,181964
pytest-github-actions-annotate-failures,181550
azureml-defaults,181516
enrich,181164
pytest-parallel,181048
quinn,180936
ciscoconfparse,180913
flyteidl,180896
pyDOE2,180817
valid8,180724
ably,180253
SPARQLWrapper,180038
mkdocs-git-revision-date-localized-plugin,180026
pyfields,179941
apispec-webframeworks,179343
manifold3d,179323
runtests,179236
SCons,179228
nats-py,179053
pyexcel,178995
mwtypes,178985
kafka,178909
k8,178855
pick,178709
google-cloud-iam,178686
pre-commit-hooks,178570
sphinx-markdown-builder,178454
sparse,178256
jsonable,178208
testix,178188
mypy-boto3-cognito-idp,178068
datadog-logger,178042
clr-loader,177899
opentelemetry-exporter-jaeger-proto-grpc,177812
pyrr,177671
krb5,177560
sqlalchemy-hana,177476
patool,177471
recurring-ical-events,177359
uuid-utils,177078
ajsonrpc,176964
algoliasearch,176875
extract-msg,176763
mrcfile,176720
x-wr-timezone,176638
random-password-generator,176536
tkmacosx,176465
namedentities,176140
Flask-Script,176119
python-certifi-win32,176109
django-ses,176071
mxnet,175971
PLAN-Tools,175858
polyline,175447
ordered-enum,175331
google-cloud-pipeline-components,174995
pyston,174904
milvus-lite,174806
gpustat,174791
click-config-file,174518
music-tag,174372
pyston-autoload,174369
textstat,174308
optparse-pretty,173827
drawille,173744
PySCIPOpt,173715
pyyaml-include,173662
widdy,173583
apache-airflow-providers-atlassian-jira,173213
check-jsonschema,173170
restructuredtext-lint,173111
python-fsutil,172968
dh-utils,172958
hausdorff,172898
jinja2-cli,172687
gender-guesser,172661
graphlib-backport,172629
spotpy,172124
pypinyin,171962
opentelemetry-test-utils,171794
sphinx-prompt,171748
junit2html,171622
flake8-bandit,171214
xatlas,171181
tangled-up-in-unicode,171177
formic2,171107
hdf5plugin,170484
Flask-Gravatar,170365
nbsphinx-link,170226
PyRTF3,170222
fhir.resources,170156
beniget,169876
pdfminer,169828
vhacdx,169800
apache-airflow-providers-redis,169716
types-aiobotocore-sqs,169555
pymodbus,169546
pycognito,169425
rpaframework-core,169416
shrub-py,169365
IMAPClient,169340
duet,169119
delta,169104
svg.path,168992
PyGObject,168864
imgaug,168829
rethinkdb,168780
mdx-truly-sane-lists,168689
zipfile36,168674
rarfile,168576
tensorflowonspark,168527
dbt-fabric,168527
grpc-gateway-protoc-gen-openapiv2,168498
URLObject,168283
cement,168264
gcloud,168242
pyserde,168122
segments,168009
pan-python,167914
allpairspy,167680
publicsuffixlist,167563
tinyhtml5,167414
dbt-artifacts-parser,167327
clvm-rs,167249
perpetual,167196
databricks-feature-store,167137
pyawscron,167081
molecule,167058
pulumi-aws,167014
flask-sock,166999
autodoc-pydantic,166991
prometheus-api-client,166935
west,166931
brewer2mpl,166875
spanishconjugator,166722
fido2,166395
django-polymorphic,166313
ggplot,166220
sqlitedict,166219
simple-settings,165991
marshmallow-jsonapi,165912
splunk-sdk,165861
django-widget-tweaks,165851
configcrunch,165193
gdbmongo,165183
titlecase,165102
disba,165092
acme,165083
weread2notionpro,165036
sphinxcontrib-websupport,164970
sip,164922
mistralai,164841
edgegrid-python,164515
pyrepl,164444
requirements-detector,164400
treelite,164333
pytest-pythonpath,164226
plum-dispatch,164161
giving,163978
osc-lib,163942
qudida,163868
flask-accepts,163751
stochopy,163695
persist-queue,163393
napalm,163081
window-ops,163076
tushare,163011
pytest-watch,162784
rpaframework-pdf,162778
jsonfield,162709
panda3d,162699
wechaty,162508
chalice,162500
morefs,162456
apeye-core,162426
requests-pkcs12,162327
django-admin-rangefilter,162255
pantab,162193
opentelemetry-propagator-b3,162096
opentelemetry-instrumentation-pika,162082
jupyter-server-proxy,161869
dotenv,161578
jstyleson,161314
wechaty-puppet,161232
webrtcvad-wheels,160981
clipboard,160824
python-cinderclient,160805
hf-transfer,160703
luqum,160485
delayed-assert,160464
sagemaker-mlflow,160310
callee,160141
random-user-agent,160117
django-ratelimit,160080
google-python-cloud-debugger,160046
jsonargparse,159983
robocorp-storage,159888
draftjs-exporter,159821
robotframework-seleniumtestability,159775
pyresidfp,159610
dvc,159483
opentracing-utils,159425
click-configfile,159420
ml-collections,159379
deepl,159358
ibm-platform-services,159262
azure-containerregistry,159191
hstspreload,159064
python-logging-loki,159022
tensorflow-gpu,158935
netutils,158927
expecttest,158837
pyorc,158734
wechaty-grpc,158614
braintree,158592
gTTS,158557
supermercado,158441
docstring-to-markdown,158401
pydantic-yaml,158354
retry-decorator,158350
aws-cdk.aws-glue-alpha,158110
wechaty-puppet-service,157931
python-redis-lock,157906
apache-airflow-providers-apache-kafka,157839
itchat-uos,157716
pillow-avif-plugin,157705
dagster-slack,157619
isal,157459
objprint,157310
pdfminer2,156898
codetiming,156781
sgp4,156759
mkdocs-monorepo-plugin,156681
robocorp-vault,156459
yara-python,156196
django-axes,156114
mypy-boto3-config,156104
aiomoex,155955
zipfile-deflate64,155721
ttp-templates,155469
feu,155171
iterative-telemetry,154941
pandas-ta,154796
CurrencyConverter,154670
sqlalchemy-mate,154589
pyjarowinkler,154480
publicsuffix2,154339
