package_name,download_count
dspy-ai,68654
python-jwt,68604
hahomematic,68569
aws-cdk.aws-ecr-assets,68488
DownloadKit,68485
alibabacloud-tea-xml,68445
python-schema-registry-client,68439
nxpd,68427
remote-pdb,68427
ipwhois,68420
kapture,68405
apache-airflow-providers-grpc,68371
typed-argument-parser,68348
icu,68339
pep257,68331
DataRecorder,68314
PyBluez,68285
rules,68267
auditwheel,68253
pyAgrum-nightly,68208
PTable,68197
python-jsonpath,68184
inline-snapshot,68169
sunshine-conversations-client,68133
cloudscale-sdk,68095
mem0ai,68058
tavily-python,68048
pypdftk,68042
Yapps,68017
metabasepy,67994
fs-azureblob,67970
aspy.yaml,67951
python-status,67935
powersimdata,67858
pypika-tortoise,67771
z3,67742
reno,67731
abstract-singleton,67688
bech32,67684
pyodps,67668
bitsets,67579
dragnet,67561
pymarshaler,67546
canmatrix,67545
cognite-sdk,67542
maison,67529
dataclass-csv,67498
setuptools-download,67477
cmake-format,67426
xdsl,67397
deprecat,67347
aws-cdk.aws-efs,67347
django-linear-migrations,67343
mtmai,67337
aprslib,67312
jinjanator,67293
google-cloud-functions,67286
fastly,67263
jinjanator-plugins,67258
mtmtrain,67239
econml,67197
ast-grep-py,67176
aws-cdk.aws-sqs,67171
regta-period,67102
nameof,67073
crispy-bootstrap4,67021
telepath,67001
langchain-mistralai,66952
mkdocs-mermaid2-plugin,66949
google-compute-engine,66946
sexpdata,66889
nosexcover,66879
pyspark-test,66859
pyfcm,66845
auto-gpt-plugin-template,66813
pytest-doctestplus,66756
aws-cdk.assets,66745
cloup,66726
zope.sqlalchemy,66680
python-debian,66671
little-helpers,66657
impall,66656
mitmproxy-rs,66653
aplr,66624
nipype,66616
deepgram-sdk,66552
rio-cogeo,66526
flake8-use-fstring,66416
tavern,66414
google-cloud-profiler,66387
types-passlib,66383
dependency-groups,66358
django-dirtyfields,66336
pyvo,66334
pytorch-ignite,66323
kestra,66313
livekit-api,66286
RandomWords,66277
nodeeditor,66227
pywebpush,66192
tensorflow-decision-forests,66190
requests-ntlm3,66159
treap,66154
websocket,66113
pyiso8583,66096
aws-cdk.aws-sns,65982
snakebite-py3,65968
base64io,65947
zipcodes,65889
types-emoji,65878
aws-cdk.aws-codeguruprofiler,65840
autogluon.timeseries,65836
kt-legacy,65832
sklearn2pmml,65780
presto-client,65688
grappa,65637
anywidget,65555
jsonnet,65517
username,65505
python-logstash-async,65505
slackbot,65494
jose,65486
bqplot,65436
rosbags,65390
Files.com,65344
bincopy,65318
mode-streaming,65306
rq-scheduler,65293
httpx-oauth,65265
mmengine,65250
pgspecial,65225
unicode-slugify,65220
livekit-protocol,65179
emails,65169
unpaddedbase64,65161
tensorrt-cu12,65159
amundsen-rds,65124
astroquery,65123
pytest-mock-resources,65120
boto-source-profile-mfa,65080
ariadne-codegen,65070
fastremap,65049
llama-cpp-python,65034
apache-airflow-providers-samba,65015
pyzipcode,64984
mo-dots,64906
hdrpy,64814
great-tables,64799
pytest-timestamper,64794
swimbundle-utils,64776
pyduktape,64634
records,64603
kss,64596
pafy,64580
virtualenv-api,64514
snaptime,64468
datarobot,64415
paramz,64415
labelbox,64376
gpytorch,64338
prefect-azure,64252
python-mecab-ko,64240
rlPyCairo,64152
django-deprecate-fields,64135
readability-lxml,64113
aiortc,64063
jax-cuda12-plugin,64056
flake8-logging-format,64039
csscompressor,64002
tickforge-client,63991
aws-cdk.aws-certificatemanager,63960
nicegui,63882
x-transformers,63854
python-heatclient,63848
mediate,63831
mo-imports,63788
roster,63755
justbackoff,63741
fugue-sql-antlr,63713
hypothesis-jsonschema,63712
modern-treasury,63646
huaweicloudsdkdns,63612
mixer,63561
dkpro-cassis,63527
apache-airflow-providers-openai,63506
segtok,63487
IP2Location,63477
pytest-timeouts,63472
pytest-selenium,63434
rcon,63424
pykdtree,63416
logging-formatter-anticrlf,63378
quantumsim,63350
atlassian-jwt-auth,63296
plucky,63230
pglast,63224
teamhack-nmap,63212
gcloud-rest-auth,63208
pytest-codspeed,63203
trustme,63127
ceja,63087
averbis-python-api,63086
torchsummary,62991
aws-cdk.aws-autoscaling-common,62974
favicon,62973
aiounittest,62970
swapper,62949
obsarray,62949
donfig,62945
aws-cdk.custom-resources,62933
python-periphery,62928
dead-hosts-launcher,62928
django-permissionedforms,62861
rpmfile,62858
zigpy-zigate,62854
GPy,62816
ziglang,62784
pypyr,62783
kit,62712
colorspacious,62673
textsearch,62613
arize,62583
neo4j-driver,62548
otel-extensions,62512
langserve,62509
json-schema-for-humans,62496
types-google-cloud-ndb,62488
jax-cuda12-pjrt,62449
Flask-Pydantic,62431
dukpy,62425
nvtx,62415
drgn,62415
jsonschema-rs,62401
django-bootstrap5,62315
cityseer,62268
pdm-pep517,62256
twofish,62210
koalanlp,62162
pytorch,62160
yamlfix,62090
sqlalchemy-pytds,62075
pyspark-pandas,62024
pyliquibase,62024
enum,62021
patchy,61993
pgsanity,61979
timedelta,61947
pytest-line-profiler,61921
cornice,61830
azureml-fsspec,61822
pyjson5,61816
pandas-read-xml,61813
pyhpke,61800
pure-pcapy3,61788
django-pgtrigger,61770
gaffe,61752
autogluon.multimodal,61698
robotframework-databaselibrary,61668
openexr,61653
osc,61618
mechanize,61581
slipcover,61475
optimizely-sdk,61444
liccheck,61415
prefect-dbt,61411
matrix-nio,61407
esprima,61388
flutils,61356
sphinx-inline-tabs,61312
textract,61306
iteration-utilities,61304
fastapi-azure-auth,61302
ansible-pylibssh,61251
depthai,61224
paypalrestsdk,61213
Theano-PyMC,61201
runez,61179
django-solo,61168
llamaindex-py-client,61152
pygount,61146
cdk8s,61140
cons,61119
python-mecab-ko-dic,61079
esptool,61068
django-admin-list-filter-dropdown,61058
pyvalem,61051
vpype,61018
libhoney,61004
esper,60982
testutils,60981
concepts,60978
ipylab,60975
etuples,60971
dataflows-tabulator,60963
aws-cdk.aws-signer,60952
logical-unification,60945
arxiv,60939
ics,60926
htmltools,60913
unsloth-zoo,60843
email-to,60829
mcrcon,60808
tsfresh,60750
pnoise,60719
opencensus-proto,60718
dyNET,60682
djangoql,60674
pymap3d,60673
pymonetdb,60661
apache-libcloud,60660
aliyun-python-sdk-r-kvstore,60653
better-profanity,60650
msgpack-types,60605
vsketch,60546
PyExcelerate,60540
pyre-check,60539
json2xml,60498
aws-cdk.aws-cloudformation,60495
fileconfig,60490
WTForms-JSON,60419
css-inline,60414
meraki,60385
solc-select,60353
adbc-driver-manager,60340
libify,60257
saspy,60254
hl7apy,60246
aws-cdk.aws-codestarnotifications,60246
miniKanren,60205
smbus2,60201
validated-dc,60180
pyresample,60154
azure-iot-hub,60115
httpagentparser,60114
histlite,60079
pytest-structlog,60064
splink,60060
panphon,60058
Fuzzy,60036
serverless-wsgi,60021
psd-tools,60009
pydocumentdb,60002
monai,59990
pytest-incremental,59972
pyarmor.cli.core,59947
linode-cli,59928
ta,59833
unavailable-object,59793
h2o,59785
tf-models-nightly,59751
2captcha-python,59743
colormath,59690
pybreaker,59658
django-webtest,59632
prefect-snowflake,59603
faust-streaming,59580
robotframework-sshlibrary,59539
lintrunner,59512
flet,59471
jaraco.logging,59444
nacos-sdk-python,59423
opentelemetry-resourcedetector-kubernetes,59393
pretrainedmodels,59346
trcli,59311
mdformat-tables,59270
py-healthcheck,59265
mkdocs-minify-plugin,59253
aws-cdk.aws-cognito,59244
gid,59220
streamlit-image-coordinates,59184
jaeger-client,59181
apify-shared,59177
aws-cdk.aws-route53,59172
py-vapid,59159
pytest-remotedata,59149
django-cacheops,59125
acryl-PyHive,59115
lcov-cobertura,59105
multiprocessing,59088
covdefaults,59069
pandavro,59066
euclid3,59053
azure-mgmt-automation,59045
hdmf,59040
scanpy,59034
yeelight,59012
xbbg,58979
invisible-watermark,58977
PyGreSQL,58911
validator-collection,58898
robotframework-tidy,58848
hvplot,58846
opentelemetry-resourcedetector-docker,58841
aws-cdk.aws-elasticloadbalancingv2,58823
liac-arff,58783
pyaml-env,58772
streamlit-card,58769
salt-lint,58758
wiremock,58729
azure-cognitiveservices-knowledge-qnamaker,58612
hl7,58592
fbprophet,58479
ast-grep-cli,58388
django-classy-tags,58378
aiven-client,58339
threadloop,58317
tinydb-serialization,58315
eth-tester,58309
st-annotated-text,58307
linear-operator,58295
fastembed,58290
azure-ai-language-questionanswering,58283
iden,58258
kmodes,58254
irc,58249
zcbor,58217
helpdev,58193
azure-ai-language-conversations,58190
biscuit-python,58171
dagster-datadog,58152
flpc,58132
emmet-core,58086
mypy-boto3-socialmessaging,58067
flake8-cognitive-complexity,58048
multi-model-server,58046
ytsaurus-client,58025
html2image,58023
icalevents,58006
testscenarios,57989
Command,57983
demjson3,57983
python-documentcloud,57971
pgcli,57948
django-crum,57940
nplusone,57931
rasterstats,57928
clvm-tools,57908
pdblp,57861
epitran,57859
mypy-boto3-geo-routes,57796
cognitive-complexity,57790
cloudsearch,57779
async-stripe,57777
django-sortedm2m,57765
clvm,57653
cloudant,57652
pytest-filter-subpackage,57642
aws-cdk.aws-secretsmanager,57628
Flask-Markdown,57622
linode-metadata,57614
Boruta,57582
mypy-boto3-geo-places,57575
mypy-boto3-geo-maps,57574
phidata,57570
docx,57541
bertopic,57535
airflow-provider-great-expectations,57492
pycron,57470
graphene-file-upload,57415
django-nine,57412
vininfo,57397
airflow-provider-fivetran-async,57385
tinsel,57375
filechunkio,57340
mypy-boto3-billing,57314
contractions,57313
brazilnum,57303
graphql-server-core,57303
xml-python,57243
markdownlit,57232
pyobjc-framework-ApplicationServices,57202
opentelemetry-exporter-gcp-monitoring,57153
crystals,57150
ytsaurus-yson,57143
jaraco.stream,57121
ownercredit,57104
flake8-mutable,57095
numpyro,57076
pyrs-schema,57068
unsloth,57062
wemake-python-styleguide,57034
unicorn-binance-websocket-api,57007
typos,56983
snowflake-telemetry-python,56961
pyobjc,56920
mux-python,56918
add-trailing-comma,56882
grpc-requests,56851
pyobjc-framework-CoreText,56842
ssh2-python,56839
typesystem,56828
littlefs-python,56786
hierarchical-conf,56725
django-grappelli,56689
pims,56631
npstreams,56628
javalang,56620
agate-sql,56617
streamlit-embedcode,56606
cmselemental,56605
cyclonedx-bom,56591
pulumi-kubernetes,56572
listcrunch,56572
keybert,56560
envparse,56549
ftputil,56529
pynwb,56513
langgraph-checkpoint-postgres,56511
requests-gssapi,56411
threaded,56402
dbt,56402
neobolt,56398
flake8-expression-complexity,56380
aiohttp-fast-url-dispatcher,56337
zoomus,56328
streamlit-toggle-switch,56297
pypylon,56211
geoip2-tools,56210
DAWG-Python,56187
django-autoslug,56185
hsms,56145
tonyg-rfc3339,56143
jaro-winkler,56109
inscriptis,56103
ale-py,56081
pylint-pytest,56072
aws-cdk.aws-stepfunctions,56058
lm-eval,56057
streamlit-camera-input-live,56017
streamlit-faker,55959
aqtinstall,55939
sphinxcontrib-svg2pdfconverter,55906
aws-cdk.aws-sam,55903
aws-cdk.aws-apigateway,55897
cpuset-py3,55885
rstcheck-core,55857
spotdl,55785
streamlit-vertical-slider,55754
qpsolvers,55700
djangorestframework-gis,55631
ramlfications,55602
airflow-dbt-python,55531
google-benchmark,55528
PyKCS11,55526
pyxnat,55515
google-cloud-billing,55476
actions-toolkit,55436
pykerberos,55424
django-sendgrid-v5,55422
runpod,55404
aws-cdk.aws-kinesis,55369
rotary-embedding-torch,55368
deep-merge,55346
aws-cdk.aws-sns-subscriptions,55312
gggdtparser,55309
pydot-ng,55307
implicit,55293
pygltflib,55285
imgtool,55241
lhotse,55223
datasette,55202
ode,55193
pytest-mpl,55184
apache-airflow-providers-influxdb,55162
aiohttp-zlib-ng,55121
pyknp,55076
pysm,55075
gravis,55067
g2pK,55054
django-cte,55052
aws-cdk.aws-autoscaling,55035
requests-unixsocket2,55007
py-expression-eval,54921
apache-airflow-providers-telegram,54902
jeedomdaemon,54863
apache-airflow-providers-apache-pinot,54862
Adafruit-Blinka,54846
cwcwidth,54831
kitchen,54800
robotframework-datadriver,54791
resend,54790
stream-unzip,54781
Columnar,54778
Pinterest-Generated-Client,54771
pycoingecko,54743
pinterest-api-sdk,54740
simple-rest-client,54732
meross-iot,54693
django-nose,54691
restfly,54677
cdsapi,54638
types-backports,54636
dvc-s3,54620
intel-cmplr-lib-ur,54574
airtable,54571
pyecharts,54538
fairlearn,54532
curtsies,54464
collate-sqllineage,54443
az.cli,54442
apache-airflow-providers-exasol,54413
django-elasticsearch-dsl-drf,54395
fortifyapi,54365
fastnumbers,54315
gspread-pandas,54308
devicecheck,54292
pygelf,54276
tls-client,54239
pylibsrtp,54234
advent-of-code,54193
jsonrpcclient,54192
moz-sql-parser,54182
taskipy,54180
BeautifulSoup,54173
pytest-describe,54145
azure-schemaregistry-avroencoder,54116
yaql,54114
fast-depends,54092
PhysicalQuantities,54091
image,54080
iniparse,54018
measurement,54004
findlibs,53957
jaraco.itertools,53906
systemd-python,53880
soundcloud-v2,53866
vonage-jwt,53850
bloom-filter2,53842
mdformat-frontmatter,53837
pytest-cover,53831
clearml-agent,53817
business-duration,53808
hyper,53803
methoddispatch,53788
rerun-sdk,53779
keras-nlp,53773
llama-index-postprocessor-cohere-rerank,53752
agate-excel,53744
bioframe,53739
kagglehub,53731
pixelmatch,53715
aws-cdk.aws-cloudfront,53715
motmetrics,53681
prefect-dask,53676
swagger-ui-py,53674
twython,53637
workadays,53614
aioice,53604
stream-inflate,53586
sccache,53577
scikit-survival,53562
mmdet,53537
okta-jwt-verifier,53535
asn1tools,53496
pyspark-stubs,53482
mailchimp3,53451
praat-parselmouth,53446
agate-dbf,53443
gdspy,53432
llama-index-embeddings-ollama,53420
Fabric3,53403
runstats,53365
imgur-python,53356
docplex,53327
chia-base,53320
range-key-dict,53317
types-babel,53317
Flask-GraphQL,53301
dlib,53287
rocksdict,53276
chialisp-loader,53275
slackweb,53274
rocketchat-API,53267
python-olm,53267
runtime-builder,53265
chialisp-puzzles,53264
chialisp-builder,53257
pyzabbix,53253
dash-mantine-components,53251
chialisp-stdlib,53244
beam-nuggets,53231
qiskit-terra,53213
langchainplus-sdk,53212
aws-cdk.aws-elasticloadbalancing,53211
bigdl-nano,53194
setuptools-odoo,53163
syncedlyrics,53157
google-oauth2-tool,53147
rwlock,53143
azure-eventhub-checkpointstoreblob,53124
wavefront-cli,53101
kedro-viz,53040
schemathesis,53025
joblibspark,53020
model-archiver,53005
aws-cdk.aws-codecommit,52985
django-lifecycle,52981
scikit-rf,52967
acachecontrol,52955
acryl-datahub-classify,52954
dagster-azure,52952
axiom-py,52923
tag-expressions,52922
django-imagekit,52877
jupyterlab-git,52823
cads-api-client,52806
flet-runtime,52784
paypalhttp,52750
robocorp-browser,52750
pytest-watcher,52734
google-cloud-bigquery-reservation,52710
conda-package-streaming,52703
Pyro4,52654
types-geoip2,52644
doc-warden,52638
xenon,52630
tinycss,52622
findimports,52613
sqlalchemy-risingwave,52613
pybit,52593
asciimatics,52558
cloud-volume,52535
aws-cdk.aws-codebuild,52489
imgkit,52469
pytest-pretty,52464
MySQL-python,52443
mne,52427
grep-ast,52385
crhelper,52347
sagemaker-data-insights,52330
python-matter-server,52314
flet-core,52268
st-theme,52214
r7insight-python,52187
httpx-auth,52163
basictracer,52160
ocrmypdf,52079
pyunpack,52058
openapi-python-client,52048
validate-docbr,52028
sqlmesh,51978
openml,51949
pyboto3,51915
xtgeo,51913
Delorean,51893
flex,51858
tkinterdnd2,51856
fastapi-better-logger,51832
types-typed-ast,51818
gorilla,51793
aws-cdk.aws-ecs,51768
autowrapt,51761
cgroupspy,51746
portage,51735
sphinx-external-toc,51714
fab-classic,51693
red-black-tree-mod,51682
bioservices,51681
requests-ratelimiter,51659
django-rest-knox,51654
azure-messaging-webpubsubclient,51615
types-pycurl,51572
pilkit,51562
airflow-provider-fivetran,51544
unicorn-fy,51543
pymonet,51507
pypugjs,51483
botbuilder-schema,51473
PyExecJS,51460
superjson,51459
oslo.concurrency,51447
drf-extra-fields,51442
mdformat-gfm,51412
django-mathfilters,51406
django-sslserver,51387
unidic-lite,51351
backports-strenum,51303
onepasswordconnectsdk,51302
yagmail,51224
vllm-flash-attn,51170
aws-cdk.aws-route53-targets,51166
jupyter-book,51057
repath,51050
namedlist,51011
grain-nightly,50987
locust-plugins,50984
airtable-python-wrapper,50961
iterators,50930
aws-cdk.aws-autoscaling-hooktargets,50891
sphinxcontrib-confluencebuilder,50888
pylibiio,50883
python-neutronclient,50877
python-gdcm,50873
bpython,50853
html-sanitizer,50759
userprovided,50631
pytest-coverage,50626
openinference-instrumentation-openai,50623
momepy,50606
aws-cdk.aws-servicediscovery,50574
databricks-labs-blueprint,50566
prefect-kubernetes,50548
types-factory-boy,50535
esp-idf-kconfig,50481
inference-gpu,50477
netapp-ontap,50450
cloudsmith-cli,50405
aws-cdk.aws-dynamodb,50381
loky,50373
kuzu,50361
pip-autoremove,50305
pytest-md,50279
pyFFTW,50273
http-ece,50258
compatibility,50235
lilcom,50234
pyadi-iio,50233
airflow-mcd,50225
badapted,50210
Adafruit-PlatformDetect,50160
pyheif,50132
django-cryptography,50131
apache-airflow-providers-asana,50117
django-bulk-update,50108
pytest-csv,50058
openinference-instrumentation-langchain,50052
flake8-noqa,50052
onnxslim,50016
botframework-connector,50008
azure-ai-textanalytics,49993
aws-cdk.aws-acmpca,49900
japanize-matplotlib,49894
eliot,49893
esda,49891
compress-pickle,49881
google-cloud-appengine-admin,49871
django-annoying,49861
telegraph,49853
djangosaml2,49835
pdoc3,49835
tendo,49830
cloud-files,49798
junit-xml-2,49762
gpio,49704
vanna,49698
sqloxide,49674
pyobjc-framework-SystemConfiguration,49640
torch-fidelity,49636
coralogix-logger,49627
inotify-simple,49599
aiocometd,49593
paypal-checkout-serversdk,49588
aws-lambda-context,49563
python-magnumclient,49533
api4jenkins,49525
aioconsole,49525
datasketches,49487
flake8-functions,49484
ssc2ce-cpp,49444
jujubundlelib,49412
tuspy,49395
tbxi,49395
botorch,49376
facebook-sdk,49348
numpy-indexed,49325
theblues,49320
git-filter-repo,49308
robotframework-faker,49308
python-helpscout-v2,49279
jpholiday,49262
fissix,49230
stomp-py,49229
django-safedelete,49212
python-chess,49205
kcli,49195
meilisearch,49168
typer-slim,49151
link,49145
pydlt,49101
pingouin,49095
pyrealsense2,49057
truffleHog,49056
aioregistry,49052
aiojobs,49031
DracoPy,49013
amazon-textract-caller,49002
mo-logs,48954
boddle,48938
mo-kwargs,48877
randomname,48851
facebook-wda,48828
aggdraw,48827
mutmut,48789
pytest-helpers-namespace,48767
django-vite,48723
text-generation,48684
dtw-python,48683
springserve,48665
pygdbmi,48650
pysolar,48641
cacheout,48640
faststream,48636
py3langid,48618
firecrawl-py,48598
ff3,48553
asyncpg-stubs,48526
apache-superset,48508
mediapy,48492
pynetdicom,48482
spark-expectations,48442
azure-ai-contentsafety,48433
pypi-timemachine,48404
csvkit,48380
apache-airflow-providers-facebook,48379
databricks-labs-lsql,48377
azureml-train-automl,48370
codegen,48355
pydevicetree,48350
tf-keras-nightly,48341
hachoir,48312
pysnyk,48311
pyatlan,48311
bayespy,48297
unlzw3,48293
django-better-admin-arrayfield,48257
coredis,48236
terraform-compliance,48230
adjust-precision-for-schema,48226
savepagenow,48216
python-magic-bin,48214
flake8-class-attributes-order,48150
pyobjc-framework-CoreServices,48149
aws-cdk.aws-globalaccelerator,48119
prowler,48118
apache-airflow-providers-qdrant,48086
mr-proper,48012
dagster-snowflake-pandas,47996
seedir,47944
interpret-community,47932
django-sekizai,47928
schema-salad,47913
pycountry-convert,47885
pyobjc-framework-libdispatch,47868
pep621,47853
segyio,47798
dbldatagen,47797
pip-upgrader,47766
hcloud,47744
pylint-junit,47691
giddy,47684
jsonify,47682
keyrings.cryptfile,47672
mssql-django,47661
cfnresponse,47660
kazurator,47657
cpe,47649
django-hosts,47628
EbookLib,47622
truncnorm,47599
flake8-pytest-style,47595
htbuilder,47580
llama-index-llms-ollama,47559
patterns,47557
pytest-reporter,47525
radish-bdd,47507
sanelogging,47439
nbval,47430
optuna-integration,47429
bigquery,47390
pulumi-gcp,47376
jwskate,47367
mkdocs-jupyter,47339
redo,47332
Flask-Bootstrap,47298
apache-airflow-providers-apache-cassandra,47225
binapy,47219
gplearn,47200
ipcqueue,47193
linear-tsv,47179
pytest-cpp,47155
aider-chat,47143
schemachange,47123
union,47116
derivative,47083
arq,47078
types-aiobotocore-sns,47059
slack-webhook,47027
pyuwsgi,47019
kiwipiepy-model,47018
sphinx-thebe,47002
target-jsonl,46991
pyobjc-framework-CoreAudio,46982
aws-cdk.aws-logs-destinations,46980
pytest-grpc,46979
types-pywin32,46975
types-pysftp,46968
qh3,46953
botbuilder-core,46953
mjml-python,46947
financepy,46914
pymavlink,46908
config-parser,46894
pynliner,46888
packaging-legacy,46882
os-sys,46869
exponent-server-sdk,46836
nfoursid,46828
pydantic-avro,46826
badx12,46809
py-zabbix,46792
asyncio-atexit,46789
cloudml-hypertune,46779
bcdoc,46759
Salesforce-FuelSDK,46759
opentelemetry-instrumentation-aiokafka,46741
airportsdata,46733
macaddress,46703
pyobjc-framework-LaunchServices,46698
pytoml,46687
hail,46682
hatch-nodejs-version,46676
mtmaisdk,46673
django-revproxy,46614
PyStemmer,46609
dagster-prometheus,46603
mailchecker,46602
POT,46595
opendatasets,46581
pysindy,46525
google-events,46524
configcat-client,46490
mycdp,46464
ClusterShell,46434
pangres,46415
realesrgan,46320
pyPEG2,46317
lpc-checksum,46300
jupyter-leaflet,46294
raiutils,46289
PySimpleGUI,46282
django-loginas,46274
apache-airflow-providers-microsoft-winrm,46244
aws,46221
vcversioner,46191
dash-ag-grid,46171
venv-pack,46165
mkdocs-exclude,46164
pyppeteer2,46157
py-mini-racer,46148
DateTimeRange,46143
openunmix,46083
robotframework-debuglibrary,46076
pyobjc-framework-CoreBluetooth,46030
gradio-rangeslider,46028
pyAesCrypt,46012
speedtest-cli,46011
qiskit-ibm-runtime,45988
mongomock-motor,45987
pyobjc-framework-ExceptionHandling,45979
face-recognition,45972
prettylog,45967
mkdocs-git-authors-plugin,45965
einops-exts,45963
botframework-streaming,45956
constrained-types,45946
pyobjc-framework-CFNetwork,45942
json-logic,45917
rstvalidator,45887
coqpit,45832
argparse-manpage,45806
ml-wrappers,45804
loady,45803
aws-cdk.aws-redshift-alpha,45762
ops-scenario,45759
Adafruit-PureIO,45756
pybind11-stubgen,45727
pycocoevalcap,45691
pyTenable,45685
gnocchiclient,45683
conda-package-handling,45664
pypandoc-binary,45662
voyageai,45660
pyqt5-tools,45659
pyobjc-framework-AddressBook,45640
poppler-utils,45632
music-assistant-client,45615
apache-airflow-providers-teradata,45613
proxy.py,45602
apache-airflow-providers-zendesk,45591
parse-rest,45581
pandas-td,45522
pyobjc-framework-AppleScriptKit,45510
essentials,45509
APIFlask,45509
rapids-dependency-file-generator,45505
pyobjc-framework-Automator,45500
eqsig,45494
e2b,45492
tf-models-official,45485
grafana-client,45440
wells,45438
petastorm,45421
ghostscript,45417
interrogate,45387
lalsuite,45371
fairseq,45356
paddleclas,45345
classify-imports,45341
llama-index-vector-stores-azureaisearch,45340
pymupdf4llm,45336
umf,45331
questdb-connect,45289
llama-index-embeddings-langchain,45287
sahi,45283
eli5,45265
django-split-settings,45257
PureCloudPlatformClientV2,45253
django-sesame,45240
pyobjc-framework-Security,45204
tobler,45188
padelpy,45181
django-bootstrap4,45155
pottery,45154
dagstermill,45144
geofound,45137
google-cloud-datacatalog-lineage,45109
spaghetti,45102
python-openid,45097
pyobjc-framework-FSEvents,45090
msg-parser,45088
pysnow,45080
apache-airflow-providers-cloudant,45077
py3Dmol,45037
breezy,45020
robotframework-appiumlibrary,45005
lorem-text,44997
opennsfw2,44989
pyobjc-framework-DiskArbitration,44966
pytest-test-groups,44961
compressed-segmentation,44892
pyobjc-framework-CoreData,44886
bk-iam,44882
ansicon,44876
fst-pso,44867
pyjq,44848
django-ordered-model,44809
ovos-workshop,44791
pypsexec,44785
quantecon,44780
openinference-instrumentation-llama-index,44748
datashader,44729
pyobjc-framework-OSAKit,44725
pynmea2,44713
pytest-shard,44705
exitstatus,44662
axe-selenium-python,44634
sphinx-jupyterbook-latex,44632
boilerpy3,44608
django-types,44595
json-tricks,44563
pydeps,44543
spreg,44528
deflate,44517
dask-cuda,44499
cachebox,44488
pyRVT,44451
pyobjc-framework-LatentSemanticMapping,44410
pyobjc-framework-PreferencePanes,44393
voila,44389
pyobjc-framework-InstallerPlugins,44384
pyobjc-framework-CoreMedia,44382
granian,44379
ipyevents,44376
adafruit-circuitpython-busdevice,44371
cmake-parser,44365
wxPython,44352
pygeoif,44333
pedalboard,44278
adafruit-circuitpython-requests,44258
pyobjc-framework-DiscRecording,44226
azure-ai-inference,44210
pyobjc-framework-CoreAudioKit,44209
miniful,44184
requests-oauth2client,44180
pypi-simple,44173
libsast,44128
crytic-compile,44094
sparkdantic,44082
sphinx-markdown-tables,44082
bamboolib,44078
django-jsonform,44060
wslink,44036
chainlit,44033
osm2geojson,44028
agent360,44026
django-admin-interface,44025
exrex,44013
fal-client,44008
rapidocr-onnxruntime,43990
tensorflow-data-validation,43983
always-updates,43981
retry-requests,43977
aiotask-context,43961
fitz,43938
markdown-include,43938
antsibull-changelog,43937
ruamel.base,43928
htpasswd,43927
pdf2docx,43920
psycopg2-pool,43906
apache-airflow-providers-apache-drill,43905
pyexcel-xlsx,43898
pyobjc-framework-DiscRecordingUI,43897
combo,43891
pyobjc-framework-DVDPlayback,43890
django-pandas,43885
sphinx-multitoc-numbering,43856
pyop,43848
aiocontextvars,43832
paddle,43799
Sanic-Cors,43794
pyobjc-framework-WebKit,43787
sagemaker-feature-store-pyspark-3.1,43785
pylint-exit,43749
siphon,43724
OleFileIO-PL,43722
symspellpy,43698
legacy-api-wrap,43661
django-rest-auth,43655
hypothesis-graphql,43612
flake8-json,43598
python-statsd,43575
anyjson,43574
dagster-databricks,43563
tencentcloud-sdk-python-common,43562
segregation,43535
dash-extensions,43524
sshkeyboard,43512
apache-airflow-providers-apprise,43510
django-rest-passwordreset,43510
sumologic-sdk,43500
TTS,43486
aliyun-python-sdk-rds,43465
cron-validator,43460
icmplib,43412
dbnd,43400
pytest-markdown-docs,43396
catboost-dev,43339
python-Levenshtein-wheels,43313
artifactory,43301
fastobo,43300
test-results-parser,43295
pystoi,43295
breadability,43279
ecmwflibs,43277
adafruit-circuitpython-typing,43248
mozprocess,43138
mlflow-watsonml,43096
essentials-openapi,43076
conda-forge-metadata,43050
nvidia-nvimgcodec-cu12,43042
spopt,43030
pyobjc-framework-SyncServices,43027
eliot-tree,43022
textile,43015
bentoml,43014
promptflow-tracing,43009
pointpats,42972
airflow-provider-hightouch,42951
YORM,42921
python-muranoclient,42917
apache-airflow-providers-alibaba,42894
parallel-ssh,42860
pyobjc-framework-CoreML,42853
antsibull-docs-parser,42843
objectpath,42842
clu,42837
argparse-ext,42835
sparkpost,42834
pyobjc-framework-ScreenSaver,42833
pyobjc-framework-AVFoundation,42825
openai-messages-token-helper,42819
pyartifactory,42803
access,42790
Genshi,42787
cupy,42780
scout-apm,42758
laces,42753
curated-tokenizers,42725
encodec,42724
traceback-with-variables,42713
pytest-lazy-fixtures,42704
sorcery,42689
crc,42669
apache-airflow-providers-neo4j,42665
earthengine-api,42663
pyobjc-framework-SpriteKit,42654
jinja-cli,42644
tree-format,42634
xdis,42622
g2pkk,42614
flake8-formatter-junit-xml,42614
spacy-alignments,42597
english,42571
synapseclient,42565
robotframework-selenium2library,42565
mozfile,42564
progressbar33,42557
api-session,42506
sshfs,42496
pyobjc-framework-SearchKit,42455
microviewer,42438
apache-airflow-providers-discord,42426
PyMySQLLock,42416
blacken-docs,42398
i2,42394
socketio,42375
sagemaker-datawrangler,42366
lbt-dragonfly,42358
waiter,42356
