target_pkg,confuser_pkgs
django-yaa-settings,
Django,djangox;dj-ango;tdjango;dmango;djando;adjango;tjango;kjango;djalgo;ldjango;djongo;dojango;dango;mjango;xdjango
djangocms-admin-style,
djangoql,
djangorestframework-api-key,
djangorestframework-camel-case,djangorestframework-camel-case2
djangorestframework-csv,djangorestframework
djangorestframework-dataclasses,dataclasses;djangorestframework
djangorestframework-datatables,datatables;djangorestframework
djangorestframework-filters,djangorestframework;filters;djangorestframework-filter
djangorestframework-gis,djangorestframework;gis
djangorestframework-guardian,djangorestframework;guardian;djangorestframework-guardian2
djangorestframework-jsonapi,djangorestframework;jsonapi
djangorestframework-jwt,djangorestframework;jwt
djangorestframework-queryfields,djangorestframework
djangorestframework-recursive,recursive;djangorestframework
djangorestframework-simplejwt,simplejwt;djangorestframework
djangorestframework-stubs,djangorestframework;stubs
djangorestframework-types,djangorestframework
djangorestframework-xml,djangorestframework
djangorestframework,django-restframework
djangosaml2,djangosaml
djhtml,dhtml
djlint,dlint
djongo,djmongo;dongo;djongo5;djongox;dmongo
djoser,djoker
dkimpy,dimpy;skimpy;kimpy
dkpro-cassis,
dlib,dslib;dlab;mdlib;jdlib;glib;dlin;gdlib;tlib;dolib;d2lib;tdlib;ddlib;qlib;alib;dqlib;adlib;nlib;lib;ndlib;klib;dxlib;dlim;dvlib;dli;dalib;xlib;hlib;dlid;hdlib;ulib;elib;dtlib;edlib;rlib;djib;blib;dilib;dglib;olib;ylib;ilib;idlib;vlib;flib;dlb;dwlib;slib;clib;dldb;sdlib;cdlib;plib;dmlib
dlinfo,djinfo;dbinfo;dvinfo
dlint,dlist;plint;dline;djlint;drint;dhint;hlint;dlin;wlint;mdlint;flint;ulint;tlint;lint;clint;slint;blint
dlt,delt;dld;dmt;dpt;dlpt;dltpy;dat;vlt;flt;dltx;slt;clt;dt;ldt;dbt;dlw;det;mlt;dst;dvt;dle;dli;dlg;glt;dlk;dit;dltk;tlt;dl;alt;dnt;dtt;dlp;dlo;dlr;dlty;dl2;ddt;dot;drt;ult;elt;dct;dft;dlb;blt;dlx
dm-control,control;dm
dm-env,db-env;env;dm
dm-haiku,dm
dm-tree,dm
dmiparser,xmiparser;dmiparse
dnachisel,
dns-cache,cache
dns-lexicon,lexicon
dnslib,drslib;dslib;fnslib;dnrlib;nslib;dnalib;ndslib;dnslib3;dislib
dnspython,dnspython3;dnspy;daspython
doc-warden,doc;warden
doc8,docr;docx;doc;dock;docb;docl;docs;doct;docy;docc;doc3;doce;doco;docu
docarray,
docdata,doc2data;djcdata;locdata;dodata
docformatter,
docker-compose,docker-compost;docker;compose;docker-composer
docker-image-py,
docker-py,docker;py;docker-ps
docker-pycreds,pycreds;docker
docker,mocker;dockerd;docxer;rocker;docser;dockery;dock8r;mdocker;ndocker;dowker;decker;dockerr;idocker;docked;pocker;dokker;dokcer;dockter;ducker;dock-r;dockeb;dmocker;wdocker;jocker;udocker;socker;tocker;dockerx;hocker;doker;focker;docker-py;djocker
dockerfile-parse,parse;dockerfile
dockerfile,
dockerpty,
dockerspawner,
docling-core,docling
docling-ibm-models,
docling-parse,docling;parse
docling,docli;docking;doclink
docopt-ng,docopt;ng
docopt,docopt-ng;locopt;docgpt;docopts;docop;decopt
docopts,docopt;decopts
docplex,
docrepr,docrepo;docrep
docspec-python,docspec
docspec,docspec-python
docstr-coverage,docstr;coverage
docstring-parser-fork,docstring-parser
docstring-parser,docstring
docstring-to-markdown,
DocumentTemplate,document-template
docusign-esign,
docutils-stubs,docutils;stubs
docutils,domutils;dmcutils;dccutils;decutils;dcutils;bdocutils;ocutils;do-utils;dofutils;drcutils;aocutils;ddcutils;doc-utils
docx,doco;docc;doct;docxpy;dcx;xdocx;doc8;docxt;doc3;docrx;docl;doc;docu;docr;socx;ocx;docxl;doce;docy;docs;pocx;doex;docx-python;dvcx;dock;docb;mdocx;doxx;dox;dotx
docx2pdf,doc2pdf
docx2python,doc2python;docx-python
docx2txt,docx2txt2;docs2txt
docxcompose,docxcompose2
docxtpl,doctpl;docxtpl2
dodgy,dodge;doggy
dogpile.cache,dogpile;cache
dohq-artifactory,artifactory
doit,doit-py;dgit;dtit;diot;dmit;doid;loit;odit;droit;duit;doif;soit;dit;poit;idoit;dooit;doti;doct;dont;doot;dot;docit;dott;doiit;dopt;dort;dost
dol,mol;dvol;dql;zol;wol;dob;gol;dal;idol;dox;ddl;tol;drl;d2l;dola;dcl;don;doq;doh;dos;docl;dgl;dml;dpl;dou;eol;dool;doy;dl;bol;doo;odl;doe;dlo;dog;dolg;yol;dot;do;vol;dov;doc;xdol;sol;col;dom;dop;dod;dwl;pol;dolo
dom-toml,toml;dom
domain2idna,
domaintools-api,api;domaintools
domdf-python-tools,python-tools
dominate,dominiate
domino-code-assist,
dominodatalab,
done-xblock,done
donfig,config;ponfig;dconfig;konfig;bonfig;xonfig;monfig
doppler-env,env;doppler
dora-search,
dot2tex,
dotenv,dbtenv;dotenvy;dotenv-python;dotenvx
dotmap,dotman
dotnetcore2,
dotobject,
dotty-dict,dict;dotty
DoubleMetaphone,
doubles,doublex;doubled;dobles
dowhy,dowpy;downy;dowy
download,gdownload;bdownload;downloadx;vdownload;downloadpy;idownload;mdownload;downloads
DownloadKit,downloadit
dparse,dparse2;ndparse;dtparse;eparse;fparse;mdparse;deparse;drparse;aparse;lparse;nparse;dsparse;iparse;jparse;parse;sparse;vparse;pparse;dparser;rparse;cparse;oparse
dpath,opath;death;mpath;edpath;dpat;ndpath;kpath;dmath;jpath;ipath;path;dpauth;gpath;wpath;dpatk;fpath;odpath;epath;upath;cpath;spath;rpath
dpkt,dpat;dput;pkt;dpk;dpct;dpks;dpkg;dpet;dpt;dpmt;dikt
dqrobotics,
draccus,
DracoPy,draco
draftjs-exporter,exporter
dragnet,diagnet
dragonfly-core,dragonfly
dragonfly-energy,energy;dragonfly
dragonfly-schema,dragonfly;schema
dragonfly-uwg,uwg;dragonfly
dragonfly2,dragonfly
drain3,drain
dramatiq,dramatis;dramatic
drawille,
drawsvg,
drf-access-policy,drfpolicy
drf-dynamic-fields,
drf-excel,excel
drf-exceptions-hog,
drf-extensions,extensions;drfextensions
drf-extra-fields,drf-extra
drf-flex-fields,
drf-jwt,jwt
drf-nested-routers,drf-nested
drf-orjson-renderer,drf-orjson
drf-spectacular-sidecar,drf-spectacular
drf-spectacular,spectacular
drf-standardized-errors,
drf-writable-nested,
drf-yasg,drf-yasg2;djrf-yasg
drgn,dran;dtgn;rgn;dragn;dron
DrissionPage,
dropbox,dropbox2;vdropbox
drug-named-entity-recognition,named-entity-recognition
ds-store,ts-store;ds;store
ds2,dsc;dsm;s2;d42;dso;fs2;dse;dsk;dp2;ps2;dsa;dst;d2s;ds82;dsx;ds2g;dsv;d2;dsd;gs2;db2;dsr;dsf;ts2;dsl2;dsb;dsu;dl2;dsw;dsh2;drs2;dsq;dsh;dss;ds3;ds
dsdobjects,dspobjects
dsnparse,dsnparse3;dsnparser;dsparse
dspy-ai,dspy-ui;spy-ai;ai;dspy
dspy,aspy;dsmpy;dcspy;idspy;pspy;ddpy;ospy;dslpy;dmpy;nspy;sdpy;gdspy;mspy;d2spy;dbpy;dfspy;dsps;dscpy;fdspy;dsspy;lspy;dspf;dspg;dxpy;depy;d-py;dupy;dipy;dispy;ispy;ds;dkpy;hspy;rdspy;dcpy;xspy;adspy;dppy;gspy;wspy;pdspy;fspy;dypy;d2py;odspy;vspy;dpy;espy;ndspy;uspy;dnspy;dopy;spy;dgpy;mdspy;tspy;dspl;cspy;dsp3;dqpy;bspy;rspy
dtaidistance,
dtale,tale;dtable
dtlpymetrics,
dtreeviz,treeviz
dtw-python,dtw
duckdb-engine,duckdb
duckdb,puckdb;duckdq;duckdf;duckdbt
duckduckgo-search,duckduckgo
duet,deet;guet;dnet;dset;duit;duct;duetz;djet;duel;duets;dpet;duat;det;duvet;diet
dukpy,lukpy;dkpy;dupy;dukepy;dukpt;dfkpy;duk;dumpy;aukpy;duckpy
dulwich,
dumb-init,init;dumb
dumbyaml,
dunamai,
duo-client,duo;client;do-client
duplocloud-client,client
durationpy,duration
dustmaps,
dvc-data,data;dvc
dvc-gs,gs;dvc
dvc-http,dvc;http
dvc-objects,objects;dvc
dvc-render,dvc;render
dvc-s3,dvc;s3
dvc-studio-client,
dvc-task,task;dvc
dvc,dsc;vc;dgc;avc;dvm;djc;dpc;nvc;dve;devc;xvc;hvc;dnc;dqc;dtc;dvt;uvc;evc;dvv;rvc;dvp;ovc;dvcs;dvd;dcc;odvc;lvc;dfc;dic;dvf;dwc;dvci;dvb;dvu;cvc;dmc;pvc;dac;dvq;ddc;doc;drc;mvc;duc;dvh;dvg;dvcw;dvcr;jdvc;dva;dv;dvcx;dec
dvclive,
dwave-cloud-client,
dwave-networkx,networkx
dwave-ocean-sdk,
dwave-preprocessing,preprocessing
dwave-samplers,
dwave-system,
dxlstreamingclient,
dxpy,mdxpy;xpy;expy;dcpy;gdxpy;dppy;dopy;oxpy;dypy;tdxpy;lxpy;yxpy;d-py;dmpy;dkpy;dupy;vxpy;dspy;cxpy;dx;dexpy;pxpy;dxy;mxpy;d2py;ddpy;zxpy;daxpy;dqpy;dbpy;wxpy;depy;dpy;axpy;dxp;dipy;dxpy3;pdxpy;dgpy
dycw-utilities,
dynaconf,dynconf
dynamic-yaml,dynamic
dynamicprompts,
dynamixel-sdk,dynamixel
dynamo-json,dynamo
dynamo-pandas,pandas;dynamo
dynamodb-encryption-sdk,dynamodbencryptionsdk;dynamodb-encryption
dynamodb-json,dynamodb
dyNET,dnet;dnnet;dyne;zynet;hynet;dsnet;dynetx;cynet;ynet;dbnet;dynex;dynect;pynet
e2b-code-interpreter,
e2b,g2b;d2b;a2b;enb;e2d;edb;e2e;e6b;e2s;y2b;i2b;emb;epb;e2c;eb2;e2m;ebb;esb
e3nn,enn
earthengine-api,api
earthkit-data,data;earthkit
earthkit-geo,earthkit
earthkit-meteo,meteo;earthkit
EAScheduler,yascheduler
easing-functions,functions;easing
easy-enum,easy;enum
easy-logs,easy-log;easy;easy-logx
easy-thumbnails,thumbnails;easy
easyconfig,easy-config;eazyconfig
easydev,easydes;easydel;easydeb
easydict,easy-dict;easydist;easydicts
easygui,easyui;easy-gui
easyocr,easy-ocr
easypost,easyport
EasyProcess,
easyutils,easy-utils
ebaysdk,
ebcdic,ebcic
EbookLib,
ec2-metadata,ec2metadata;metadata;ec2;ecs-metadata
eccodes,eccodes-python;cccodes
ecdsa,
eciespy,
ecmwf-api-client,api-client
ecmwflibs,
econml,econll
ecos,ecom;pecos;edos;ecs;echos;eros;fcos;ecys;dcos;ecas;exos;eco;scos;bcos;ecog;econ;qcos;gecos;eccs;enos;ecoe;ecws;mcos;decos;epos
ECPy,ecspy;mcpy;elpy;lcpy;edpy;etpy;vecpy;empy;kcpy;ecpb;escpy;ecapy;secpy;epcpy;epcy;expy;xcpy;edcpy;etcpy;eepy;eupy;gcpy;wcpy;ezpy;enpy;ecpc;erpy;efpy;cepy;pecpy;vcpy;ekpy;eppy;dcpy;emcpy;tcpy;ecopy;eapy;ccpy;scpy;bcpy;ecmpy;evpy;encpy;rcpy;acpy;espy;egpy;qcpy;cpy;ecp;pcpy;ocpy;e6py;ec4py;ebcpy;ec;eccpy
ecs-deploy,ebs-deploy;ems-deploy;deploy;ecs;eks-deploy;ec2-deploy;ecs-deploy-py
ecs-logging,logging;cs-logging;ecs;es-logging;ems-logging
ed25519,ed25519-python
edge-tts,edge;tts
edgegrid-python,
edit-distance,edit;editdistance
editables,
editdistance,edit-distance
editdistpy,
editor,meditor;weditor;beditor;kditor;edictor;ueditor
EditorConfig,
edk2-pytool-extensions,
edk2-pytool-library,
edlib,idlib;eslib;hdlib;edlio;gdlib;eqlib;edflib;ddlib;tdlib;cdlib;emlib;redlib;sdlib;adlib;elib;dlib;eilib;exlib;ealib;edalib;ndlib;fedlib;eclib;eolib;mdlib;medlib;epdlib;jdlib
edx-ace,ace
edx-api-doc-tools,
edx-auth-backends,
edx-braze-client,braze-client
edx-bulk-grades,
edx-ccx-keys,
edx-celeryutils,
edx-codejail,
edx-completion,completion
edx-django-release-util,
edx-django-sites-extensions,
edx-django-utils,django-utils
edx-drf-extensions,drf-extensions
edx-enterprise,enterprise
edx-event-bus-kafka,
edx-event-bus-redis,
edx-i18n-tools,
edx-lint,lint
edx-milestones,
edx-name-affirmation,
edx-opaque-keys,
edx-organizations,organizations
edx-proctoring,proctoring
edx-rbac,rbac
edx-rest-api-client,rest-api-client
edx-search,edc-search
edx-sga,sga
edx-submissions,
edx-tincan-py35,
edx-toggles,
edx-token-utils,token-utils
edx-when,when
edxval,
eel,uel;esl;oeel;rel;bel;oel;ezel;ewl;feel;ee;yel;eec;eql;vel;fel;peel;eelx;sel;eeo;pel;edl;eee;eol;erl;mel;exl;eeg;ecl;eek;jel;deel;gel;ele;tel;eep;neel;ebel;epl;eer;keel;el;eef;efel;heel;hel;etl;e4l;reel
eemeter,
eeweather,
efel,fel;feel;eel;zfel;ebel;efes;ezel;eftl
effdet,
efficientnet-pytorch,pytorch;efficientunet-pytorch;efficientnet
efficientnet,efficientunet
eight,sight;eight2;light;wight;tight
einops-exts,einops
einops,einop;finops
einx,ein;binx;linx;eirx;eink;eins;minx;jinx
eip712,
eks-token,eks
elabjournal,
elastic-apm,elastic;apm;elasticapm
elastic-transport,elastic;elastic-transpor;elastic-transports;transport
ElasticECSHandler,
ElasticMock,
ElasticQuery,
elasticsearch-curator,elasticsearch;curator
elasticsearch-dbapi,elasticsearch;dbapi
elasticsearch-dsl,elasticsearch7-dsl;elasticsearch1-dsl;elasticsearch6-dsl;elasticsearch8-dsl;elasticsearch-dsl7;elasticsearch9-dsl;elasticsearch
elasticsearch,elasticsearch6;elasticsearch5;elasticsearch9;elasticsearch8;elasticsearch2;elasticsearch7;elasticsearch1
elasticsearch5,elasticsearch6;elasticsearch9;elasticsearch8;elasticsearch2;elasticsearch7;elasticsearch1;elasticsearch
elasticsearch6,elasticsearch7;elasticsearch1;elasticsearch8;elasticsearch5;elasticsearch2;elasticsearch9;elasticsearch
elasticsearch7,elasticsearch6;elasticsearch5;elasticsearch9;elasticsearch8;elasticsearch2;elasticsearch1;elasticsearch
elasticsearch8,elasticsearch7;elasticsearch1;elasticsearch5;elasticsearch2;elasticsearch9;elasticsearch;elasticsearch6
elementary-data,data
elementpath,
elevenlabs,elevenlab
eli5,elit;elib;eli;elih;elio
eliot-tree,eliot
eliot,elist;elit;elio;exiot
em,gem;ep;ea;tem;rm;emc;bm;ed;eo;er;eu;om;emm;epm;eam;lm;nem;emo;e1;edm;eom;eme;ee;ym;kem;emi;eh;es;e6;ey;vm;xem;hem;eg;3m;sm;cm;emx;esm;eym;emv;rem;pm;bem;egm;emp;mm;oem;emd;ek;eq;zm;lem;jm;et;emf;e;wm;gm;empy;ekm;tm;fem;dm;emb;emu;sem;cem;e5;ex;ec;ef;ei;pem;nm;el;ew;ez;e2m;km;mem;exm;ecm;ems;eim;hm;jem;elm;ezm;ej;um
ema-pytorch,pytorch
email-normalize,normalize;email
email-reply-parser,
email-to,email;to
email-validator,email;validator;email-validaor;emailvalidator
email,email.py;emailz;bmail;femail;email3;pmail;memail;nmail;iemail;emailo;jemail;mmail;kmail;jmail;zmail;imail;xmail;ezmail;gmail;emailx;vmail;emil;umail;wemail;emailpy;tmail;zemail;cmail;emails
emails,emailz;email3;emailo;mails;gmails;emailx;email
embedchain,
embedding-reader,reader
embreex,embree
emcee,
eml-parser,em-parser;eml-parse;vml-parser;etl-parser
emmet-core,emmet;emmett-core
emoji-country-flag,emojiflag
emoji,emojy;emojix;emojis;emoji.py;gmoji;emojipy;moji;emoi;emojit;emoji2;demoji;imoji;ecoji
emojis,emojins;emojix;emoji2;emoji;emodjis;emojit;emojifs
empy,gmpy;fempy;elpy;fmpy;edpy;etpy;vmpy;emp;dempy;umpy;tempy;mpy;dmpy;emmy;cempy;tmpy;sempy;cmpy;em;bempy;edmpy;rempy;bmpy;emmpy;emepy;rmpy;expy;eepy;ampy;qmpy;eupy;empm;ezpy;enpy;pmpy;erpy;efpy;ekpy;nempy;nmpy;mempy;eppy;emcpy;empty;emspy;mmpy;eapy;emipy;emapy;ecmpy;evpy;espy;egpy;jmpy;impy;e6py;gempy;wempy;emdy
emr-notebooks-magics,
encodec,encdec;encodeci;encode
endec,encdec;ende;mendec;exdec
endesive,
energyquantified,
english-words,words;english
english,
enigma-workflow-14,
enlighten,
enmerkar-underscore,enmerkar
enmerkar,
enrich,enrichr;enrichm;erich;nrich
ensure,ensuro;ensurepython;endure;unsure
ensureconda,
entrypoint2,entrypoint;entrypoints
entrypoints,entrypoint2;entrypoint
entsoe-py,entsog-py;py
enum-compat,enum
enum-tools,tools;enum
enum,renum;aenum;enem;enumr;enumb;enums;enumx;gnum;enam;fnum;xenum;cnum;enumy;bnum;venum;eenum;anum
enum34,
enums,enum;exnums;enumr;enumx;eonums;pnums;enumy;nenums;nums;enumb
envd,envo;end;enva;envr;envs;envi;env;envg;envx;env2;envy
envier,enview;envir;envie;enver
environ-config,environconfig;environ;config
environ,envirun;environs;enviro;environ-py;yenviron
environs,environ
envparse,envparser;enviparse;envparse2
envs,envo;znvs;enes;tenvs;enva;envr;enos;ens;envi;envd;env;envg;venvs;envx;envos;env2;envy
envsubst,
envyaml,env-yaml;envaml
eodc-faas-openeo,
ephem,phem;elphem
epics-pypdb,pypdb
epicscorelibs,
epitran,
epiweeks,
eql,tql;dql;eel;esl;aql;ewl;eqlpy;eqhl;uql;rql;eqe;eqs;exql;edl;eol;erl;exl;eq;ecl;ql;yql;iql;eqlm;sql;cql;eqo;eqr;pql;epl;el;zql;eqt;esql;gql;etl;e4l
eqsig,esig
equinox,equinix
eradicate,eradiate
ERAlchemy,ezalchemy;eralchemy2
eralchemy2,eralchemy
ert,ers;bert;xrt;hrt;edt;eot;urt;era;er;exrt;ect;rrt;brt;eft;ort;vert;err;sert;cert;irt;eri;ertk;pert;vrt;frt;eat;srt;crt;erl;prt;et;mrt;ebt;erd;rt;est;evt;ret;erf;esrt;aert;grt;trt;drt;eru;elt;ehrt;ery;art;ezt;nrt;ent;eqt;ett;krt
escapism,
esda,esdm;eda;elda;esdk;msda;esds;seda;edda;sda;esqa;esdap;emda;esa;usda;esdao;esma;enda;esdt;ysda;isda;esdb
esdbclient,
esp-coredump,esp
esp-idf-kconfig,
esp-idf-monitor,
esp-idf-nvs-partition-gen,
espaloma-charge,charge
esper,desper;espec;vesper;exper;esser;espei;nesper
esphome-dashboard,esphome;dashboard
esphome,
esprima,sprima;esprimo
esptool,dsptool;psptool;exptool;emptool
ess-streaming-data-types,
essential-generators,essential;generators
essentials-openapi,openapi;essentials
essentials,essential;essentialsx
estela-queue-adapter,
et-xmlfile,et
et,em;ep;pet;ea;edt;mt;ed;eot;eo;ert;er;eth;eu;met;zt;ect;eft;jet;wt;gt;e1;etpy;et-python;get;ee;tt;dt;eh;es;tet;det;e6;ey;ety;at;eg;etw;aet;eat;ete;kt;ets;ket;et3;xt;ht;ek;eq;eta;ut;e;ebt;rt;etc;bt;est;evt;ret;bet;etp;e5;ex;eto;ec;ef;let;ei;yt;it;elt;el;ew;ezt;ez;vt;ft;etk;ent;eqt;vet;fet;te;ett;st;ct;etl;ej;cet
etcd3,etcdb;etcd3-py;etcd;aetcd3
etcd3gw,
ete3,ete;et3;ete2
etelemetry,telemetry
eth-abi,abi;eth
eth-account,eth;eth-acount;eth-accounts;account
eth-bloom,eth;bloom
eth-hash,eth
eth-keyfile,eth
eth-keys,eth
eth-rlp,rlp;eth
eth-tester,eth
eth-typing,eth;typing
eth-utils,utils;eth;etl-utils
ethpm-types,ethpm
etils,utils;oetils;netils;itils;ketils;tils;vtils;ptils;eztils;etls;eutils;qtils;atils
etuples,xtuples
euclid3,euclid
eval-type-backport,
evaluate,evalmate
evdev,avdev
event-model,event
event-tracking,event
eventlet,
eventregistry,
Events,event;eventz;eventy;avents;eventspy;revents;zevents;vents;evento
everett,everest
evergreen-lint,evergreen;lint
evergreen-py,evergreen;py;evergreen.py
evergreen.py,evergreen-py;evergreen;py
evervault-attestation-bindings,
evervault,
evidently,
evilunit,
evo,elo;envo;ezo;devo;eo;evq;nevo;emo;evg;kevo;eao;edo;eva;xevo;evol;evc;evopy;evox;vo;revo;eeo;rvo;evi;levo;evopython;evt;eko;eno;eqo;eto;svo;mevo;eoo;pvo;exo;eco;gevo
evtx,nvtx;evox;evtt;evt;entx
ewah-bool-utils,
exa-py,exo-py;py;exampy;exa
exact-cover,exactcover;exact;exact-cover-py;cover
excelrd,excelr
exceptiongroup,exceptiongroups
exchange-calendars,exchange
exchangelib,xchangelib
execnb,
execnet,
executing,
executor,executors;executor1
exhale,exhal
ExifRead,
exitstatus,
exllamav2,
expandvars,
expects,expecto;experts
expecttest,
expiring-dict,dict;expiringdict;expiringpdict
expiringdict,expiring-dict;expiringpdict;expiringdictx
explainerdashboard,
exponent-server-sdk,exponent-server
expr.py,expr;py
exrex,exex
extension-helpers,helpers;extension
ExtensionClass,
extra-streamlit-components,
extract-msg,msg
extras,extrac;extrap;extras-py
extruct,
extrude,xtrude
eyed3,
eyes-common,common;eyes
eyes-selenium,selenium;eyes
ezdxf,
ezodf,ezoff;ezodf2
f90nml,
fab-classic,fab
fabio,fasio;fabix;fario;febio;faio;facio;fabia
fabric,fabrics;fabric2;cabric;fabryc;fabrik;fabrice
fabric2,fabrics;fabric;fabrice
Fabric3,fabrics;fabric2;fabric;fabrice
face-recognition-models,face-recognition
face-recognition,face
face,bace;fake;fape;race;fame;fae;facef;iface;fdce;nace;faces;fact;hface;xface;fare;faice;lace;fate;faye;fase;dface;yace;facet;facex;fac;fce;faced;fave;facepy;qface;flace;oface;fade;dace;cace;ace;mface
facebook-business,
facebook-sdk,facebook-sdk-python;facebook-sdk-py
facebook-wda,wda
facenet-pytorch,pytorch;facenet
facets-overview,facets
facexlib,facelib
factor-analyzer,analyzer;factor-analyser;factor
factorio-rcon-py,
factory-boy,
fadvise,
fair-esm,esm;fair
fairlearn,
fairscale,airscale
fairseq,fairseq2;fairseqn
faiss-cpu,faisscpu;faiss-gpu;faiss
faiss-gpu,faiss-cpu;faiss
fake-bpy-module-latest,fake-bpy-module
fake-factory,fake
fake-headers,fake
fake-useragent,fake;useragent;fake-usreagent;fake-usragent;fake-user-agent
Faker,fake;fakers;fakery;fakir;faker-python;taker;flaker;fakes;fakr;aker;paker;faber;maker;fakear;faser
fakeredis,
fal-client,client;fal
falcon,falconz;calcon;falco;halcon;jalcon;flacon;falcone;falconx
fancycompleter,
fancyimpute,
Farama-Notifications,farama;notifications
farm-haystack,farm;haystack
fast-curator,curator;fast
fast-depends,fast;depends
fast-json,fast-bson;fast-jsonl;fast
fast-query-parsers,
fastai,fastui;fastagi;fastac;fastai2;fastani;fastami;fastoai;fastapi;fastax;fastaq;vastai;fasta
fastapi-azure-auth,fastapiauth
fastapi-better-logger,
fastapi-cache2,fastapi-cache;fastapi;fastapi-cacher
fastapi-camelcase,fastapi;camelcase
fastapi-cli,fastapicli;fastapi-cls;fastapi-ccli;fastapi;fastapi2cli
fastapi-filter,fastapi;fastapi-filters
fastapi-health,fastapi;fastapi-healthz
fastapi-jwt-auth,fastapi-jwt-auth3;fastapi-jwt;fastapi-jwt-auth2;fastapiauth;fastapi-jwk-auth;jwt-auth
fastapi-limiter,fastapi;limiter
fastapi-mail,fastapi
fastapi-pagination,fastapi
fastapi-restful,fastapi
fastapi-slim,fastapi;slim
FastAPI-SQLAlchemy,fastapi;sqlalchemy
fastapi-sso,fastapi-sse;fastapi-sio;fastapi-ssr;fastapi
fastapi-users-db-sqlalchemy,
fastapi-users,users;fastapi
fastapi-utilities,fastapi
fastapi-utils,fastapi;utils
fastapi-versioning,fastapi
fastapi,fastsapi;fastrpi;flastapi;fastami;fastapy;fastwapi;faastapi;lastapi;fastagi;ifastapi;fastani;fastai;fastapix;fastapp
fastavro,
fastcluster,
fastcore,fastscore;fastcord;fastcoref;fastcode
fastcounter,
fastcrc,fastcdc
fastdiff,astdiff
fastdownload,
fastdtw,fastdto
fastecdsa,
fastembed,
fasteners,fastener
faster-coco-eval,coco-eval
faster-fifo,faster;fifo
faster-whisper,faster;whisper
fastestimator-nightly,fastestimator;nightly
fastexcel,
fastjsonschema,
fastkml,fast-ml;fastuml;fastxml;fastnml
fastled-wasm,fastled;wasm
fastly,fastzy;fastlz;fastpy;factly
fastnumbers,
fastobo,fastrobo
fastparquet,
fastprogress,
fastremap,
fastrlock,
faststream,vaststream
fasttext-langdetect,langdetect;fasttext
fasttext-wheel,fasttext;wheel
fasttext,fasttest
FastWARC,
fatamorgana,
faust-cchardet,cchardet;faust
faust-streaming,faust;streaming
faust,fast;fasst;fcust;saust;fault;kaust
fauxfactory,
fava,mava;lava;faa;zava;faba;ava;fsva;favapy;fave;nava;faya
favicon,favicons;favico;favicorn
fbgemm-gpu,
fbmessenger,fb-messenger
fbprophet,
fbscribelogger,
fcache,mcache;hcache;vcache;rcache;ucache;ffcache;qcache;zcache;fscache;wcache;pcache;scache;ycache;xcache;ecache;kcache;ncache;acache;dcache;jcache;cache
fcm-django,fcm
fdasrsf,
fds-sdk-utils,fds.sdk.utils
fds.protobuf.stach.extensions,fds.protobuf.stach
fds.protobuf.stach,
fds.protobuf.stach.v2,fds.protobuf.stach.v3;fds.protobuf.stach
fds.sdk.PAEngine,
fds.sdk.SPAREngine,
feast,fast;neast;f3ast;feas;fest;feats;feat;frast;ffast;fcast;flast;beast
feather-format,feather;format
feature-engine,
featuretools,
featurewiz,
feedfinder2,
feedgen,
feedparser,feedparer
fennel-data-lib,data-lib
fernet,fennet;ferne;feret;ferret;rfernet
feu,fez;beu;fed;fau;eu;fer;fru;feupy;feb;fsu;fel;fgu;fen;fpu;fes;fe;fec;fbu;teu;feud;fem;fee;flu;fzu;feur;fea;fet;fex
few-shot-priming,few-shot
ff3,ffs;ffg;sf3;cf3;ff;ffp;fp3;ffr;gf3;fft;ffx;fs3;ffn;f3;ffd;fff;uf3;gff3;ft3;ffb;ffl;ffq;ffe
ffmpeg-python,ffmpeg-py;ffmpegpython;ffmpeg
ffmpeg,pffmpeg;kffmpeg;ffmpeg-py;ffmpegp;ffmpegpython;ffmpge;ffmpeg-python
ffmpegio-core,ffmpegio
ffmpegio,
ffmpy,fempy;fmpy;dfmpy;fimpy;ffmpy3;fompy;fcmpy;fsmpy
fhconfparser,shconfparser
fhir.resources,resources;fhir
fhirclient,fairclient
fickling,
fiddle,fiddler;cfiddle;filddle;riddle;middle;fidle
fido2,fido
fifolock,
fiftyone-brain,fiftyone;brain
fiftyone-db,db;fiftyone
fiftyone,
file-read-backwards,
filecheck,filecheck-ng
filechunkio,
fileconfig,file-config
filehash,fileshash;file-hash
filelock,fileblock
filemagic,filemagick;file-magic
Files.com,files
filesplit,
filetype,rfiletype;filetypes
filigran-sseclient,sseclient
fillpdf,
filterpy,lfilterpy;tfilterpy
final-class,class
financepy,binancepy;financespy;finance4py;finance
finbourne-access-sdk,
finbourne-horizon-sdk,
finbourne-identity-sdk,identity-sdk
find-libpython,libpython;find
findiff,find-ff;findiffpy
findimports,findimport
findlibs,fin-libs
findpython,finpython;find;findpy
findspark,
finlab,finlay;finlib
finmodels,funmodels
finta,fanta;fintz;tinta;fina;finja;fints;fintda;fita;finka;pinta;fitna
fintech,
fiona,fitna;fina
fire,fore;mfire;fibre;fir;sire;firi;aire;ffre;five;pire;fir1;fare;fre;fira;firs;file;ffire;fife;fime;firex;fireo;fine;afire;fire-python;gire;vire;nfire;dire
firebase-admin,firebase
firebase-functions,functions;firebase
fireblocks-sdk,fireblocks
firebolt-sdk,firebolt
