target_pkg,confuser_pkgs
npe2,mpe2;npex;npeg;npeb
nplusone,
npstreams,
npTDMS,nitdms
nptyping,nptyping2
npx,npn;bpx;npex;npjx;npy;ppx;opx;npt;nfx;nox;mpx;npm;np;npyx;kpx;nyx;npl;nxp;nex;nlpx;nbx;nnx;nepx;px;ipx;npw;npg;nx;gpx;wpx;npv;nvx;npr;nux;fpx;nax;vpx;np3;njx;epx;npo;npu;dpx;cpx;spx;npf;nrx
npy-append-array,
nr-date,fr-date;nr.date
nr-stream,nr.stream;stream;np-stream
nr.util,nr-util;nrfutil
nrefocus,
nslookup,dnslookup;aslookup
ntc-templates,templates;ntc
ntlm-auth,auth
ntplib,nt-lib;ncplib;gntplib;etplib;dtplib;nntplib;nlplib;naplib
nuclio-jupyter,nuclio;jupyter
nudged,nudge
Nuitka,
null,lull;hull;full;dull;tull;nell;cull;bull;noll;dnull;pull
nulltype,
num2words,numwords;num2word
numba,numbat;humba;nimba;numla;numa
numbagg,
number-parser,numbers-parser
numcodecs,
numdifftools,
numerary,numeracy
numexpr,numexpr3
numpy-financial,numpy
numpy-groupies,numpy
numpy-indexed,indexed;numpy
numpy-quaternion,numpy
numpy-ringbuffer,ringbuffer;numpy
numpy-stl,numpy;stl
numpy,jumpy;zumpy;vnumpy;rnumpy;humpy;nump;unumpy;ncmpy;umpy;numjpy;numspy;numppy;numpypy;gumpy;wumpy;numsy;numfy;pnumpy;snumpy;numpsy;nsmpy;dumpy;nuumpy;xnumpy;sumpy;numpyx;nempy;bumpy;jnumpy;rumpy;gnumpy;numpyk;nmpy;nump5y;nuvpy;numpy3;pumpy;numpy4;numphy;nutpy;numqy;numpi;nupy;nompy;numpy6;nlmpy
numpydoc,
numpyencoder,
numpyro,
nuscenes-devkit,devkit
nutter,mutter;nitter;utter;rutter;gutter;butter;natter;nuttel;notter;cutter;netter
nvgpu,
nvidia-cublas-cu11,nvidia-cublas-cu116;nvidia-cublas-cu12;nvidia-cublas-cu111;nvidia-cublas-cu112;nvidia-cublas-cu113;nvidia-cublas;nvidia-cublas-cu114;nvidia-cublas-cu115;nvidia-cublas-cu110
nvidia-cublas-cu12,nvidia-cublas-cu112;nvidia-cublas;nvidia-cublas-cu11
nvidia-cuda-cupti-cu11,nvidia-cuda-cupti-cu111;nvidia-cuda-cupti-cu114;nvidia-cuda-cupti-cu110;nvidia-cuda-cupti;nvidia-cuda-cupti-cu12;nvidia-cuda-cupti-cu113;nvidia-cuda-cupti-cu116;nvidia-cuda-cupti-cu112;nvidia-cuda-cupti-cu115
nvidia-cuda-cupti-cu12,nvidia-cuda-cupti-cu11;nvidia-cuda-cupti;nvidia-cuda-cupti-cu112
nvidia-cuda-nvcc-cu12,nvidia-cuda-nvcc;nvidia-cuda-nvcc-cu11;nvidia-cuda-nvcc-cu112
nvidia-cuda-nvrtc-cu11,nvidia-cuda-nvrtc-cu112;nvidia-cuda-nvrtc-cu115;nvidia-cuda-nvrtc;nvidia-cuda-nvrtc-cu111;nvidia-cuda-nvrtc-cu114;nvidia-cuda-nvrtc-cu110;nvidia-cuda-nvrtc-cu12;nvidia-cuda-nvrtc-cu113;nvidia-cuda-nvrtc-cu116
nvidia-cuda-nvrtc-cu12,nvidia-cuda-nvrtc-cu112;nvidia-cuda-nvrtc;nvidia-cuda-nvrtc-cu11
nvidia-cuda-runtime-cu11,nvidia-cuda-runtime-cu111;nvidia-cuda-runtime-cu110;nvidia-cuda-runtime-cu12;nvidia-cuda-runtime-cu116;nvidia-cuda-runtime-cu113;nvidia-cuda-runtime;nvidia-cuda-runtime-cu112;nvidia-cuda-runtime-cu115;nvidia-cuda-runtime-cu114
nvidia-cuda-runtime-cu12,nvidia-cuda-runtime-cu11;nvidia-cuda-runtime;nvidia-cuda-runtime-cu112
nvidia-cudnn-cu11,nvidia-cudnn-cu115;nvidia-cudnn-cu116;nvidia-cudnn-cu12;nvidia-cudnn;nvidia-cudnn-cu111;nvidia-cudnn-cu113;nvidia-cudnn-cu110;nvidia-cudnn-cu112;nvidia-cudnn-cu114
nvidia-cudnn-cu12,nvidia-cudnn-cu11;nvidia-cudnn-cu112;nvidia-cudnn
nvidia-cufft-cu11,nvidia-cufft-cu115;nvidia-cufft-cu116;nvidia-cufft-cu113;nvidia-cufft-cu12;nvidia-cufft-cu114;nvidia-cufft-cu112;nvidia-cufft-cu110;nvidia-cufft;nvidia-cufft-cu111
nvidia-cufft-cu12,nvidia-cufft;nvidia-cufft-cu11;nvidia-cufft-cu112
nvidia-curand-cu11,nvidia-curand-cu113;nvidia-curand-cu12;nvidia-curand-cu116;nvidia-curand-cu115;nvidia-curand-cu112;nvidia-curand-cu111;nvidia-curand-cu114;nvidia-curand;nvidia-curand-cu110
nvidia-curand-cu12,nvidia-curand;nvidia-curand-cu11;nvidia-curand-cu112
nvidia-cusolver-cu11,nvidia-cusolver-cu116;nvidia-cusolver-cu112;nvidia-cusolver-cu113;nvidia-cusolver-cu12;nvidia-cusolver-cu114;nvidia-cusolver-cu115;nvidia-cusolver;nvidia-cusolver-cu110;nvidia-cusolver-cu111
nvidia-cusolver-cu12,nvidia-cusolver-cu112;nvidia-cusolver;nvidia-cusolver-cu11
nvidia-cusparse-cu11,nvidia-cusparse-cu113;nvidia-cusparse-cu112;nvidia-cusparse-cu116;nvidia-cusparse-cu12;nvidia-cusparse-cu111;nvidia-cusparse-cu115;nvidia-cusparse;nvidia-cusparse-cu110;nvidia-cusparse-cu114
nvidia-cusparse-cu12,nvidia-cusparse;nvidia-cusparse-cu112;nvidia-cusparse-cu11
nvidia-ml-py,nvidia-ml-py3;ml-py
nvidia-ml-py3,nvidia-ml-py
nvidia-nccl-cu11,nvidia-nccl-cu116;nvidia-nccl;nvidia-nccl-cu110;nvidia-nccl-cu111;nvidia-nccl-cu114;nvidia-nccl-cu115;nvidia-nccl-cu112;nvidia-nccl-cu113;nvidia-nccl-cu12
nvidia-nccl-cu12,nvidia-nccl;nvidia-nccl-cu11;nvidia-nccl-cu112
nvidia-nvimgcodec-cu12,nvidia-nvimgcodec-cu11
nvidia-nvjitlink-cu12,
nvidia-nvjpeg-cu12,nvidia-nvjpeg;nvidia-nvjpeg-cu11;nvidia-nvjpeg-cu112
nvidia-nvjpeg2k-cu12,nvidia-nvjpeg2k-cu11
nvidia-nvtx-cu11,nvidia-nvtx-cu112;nvidia-nvtx-cu116;nvidia-nvtx;nvidia-nvtx-cu111;nvidia-nvtx-cu115;nvidia-nvtx-cu12;nvidia-nvtx-cu110;nvidia-nvtx-cu114;nvidia-nvtx-cu113
nvidia-nvtx-cu12,nvidia-nvtx;nvidia-nvtx-cu11;nvidia-nvtx-cu112
nvidia-stub,stub
nvitop,nvhtop
nvtx,netx;evtx;nvx
nxpd,nx3d;nxp;expd;nx5d
nylas,pylas;nilas
O365,d365
oauth2-client,oauth2;oauth2client;client
oauth2,oauth2p;auth2;oauth;oauth2py;oauthx;foauth2
oauth2client,oauth2-client;oauthclient
oauthenticator,authenticator
oauthlib,authlib;moauthlib;aoauthlib
objectory,objector
objectpath,objectpath-ng
objgraph,obgraph
objprint,
objsize,
obsarray,
observable,
obstore,dbstore
ochre,ohre;ochrepy
oci-cli,ocf-cli;oci;loci-cli;cci-cli
oci,ocui;uci;ocpi;oco;ooi;oui;coci;ofi;ci;poci;oii;oct;ici;ocx;vci;coi;omi;ocp;sci;cci;ocd;toci;pci;ori;mci;noci;ovi;ocw;ocl;tci;dci;aci;ocs;roci;occi;oli;nci;ocli;oca;oc;oki;oni;oi;oqi;loci;occ;hci;oic
ocpp,ocpi;icpp;copp;ccpp;ocpm;pcpp;ocpa;mcpp;ocp;ocrp;ompp;ocpy;opp;cpp;rcpp
ocpsvg,
ocrmypdf,
ocspbuilder,
ocspresponder,
ocviapy,
od,xd;hd;nod;ode;ud;ed;oj;ods;2d;om;rd;oa;oda;oqd;oo;eod;ou;d;odc;ld;rod;yd;id;odp;odm;o4;ood;oe;vd;fd;oh;odo;odr;o3;ov;ocd;lod;oy;3d;sd;og;pd;md;odl;sod;cod;zd;jd;opd;ok;on;pod;odn;oq;wd;gd;odd;ob;mod;td;dd;do;odf;zod;jod;qd;ad;god;obd;ox;nd;oc;o;osd;of;tod;dod;oi;ow
odata-query,query;adata-query
ode,oae;ore;oden;ods;odex;sode;oda;od;pode;odc;mode;sde;cde;odm;odp;ode-python;odev;odie;ope;oe;pde;odr;odo;odte;gode;mde;onde;jde;odre;one;qode;wde;ote;gde;odl;node;doe;odn;kode;qde;ade;oide;odd;odepy;odf;ofe;kde;bode;de;ude;lode
odfpy,edfpy;odhpy;tdfpy;sdfpy;rdfpy;adfpy;dofpy;odmpy;odepy;odspy;ofpy;odf
odict,hdict;xdict;todict;gdict;wdict;fdict;vdict;edict;udict;ddict;tdict;zodict;cdict;odit;sdict;bdict;rdict;adict;qdict;pdict;ndict;iodict;mdict;ldict;kdict;jdict;dict;zdict;idict
odo,odor;qdo;ado;ouo;ode;oxo;oco;ods;ofo;olo;owo;ozo;oda;od;xdo;bodo;oo;odc;udo;edo;ojo;omo;rdo;odm;odp;opo;ood;oao;ordo;odr;oro;codo;ido;oeo;oho;oso;doo;odl;sdo;cdo;modo;ogo;odn;jodo;odd;odbo;godo;mdo;do;odf;todo;dodo;oko;ono;oqo;gdo;odio;owdo;tdo
odoo-test-helper,test-helper
OdooRPC,
odxtools,zdxtools;adxtools;ofxtools;odltools;gdxtools;ocxtools;idxtools
Office365-REST-Python-Client,
office365,
offspring,
ofxparse,
oic,olc;lic;oim;oci;vic;fic;oidc;omc;oii;sic;cic;odc;orc;omic;mic;ioc;oec;osc;ovc;wic;gic;oif;ogc;tic;dic;opc;qic;aic;nic;onc;otc;obc;hic;ois;moic;uic;oc;ric;oi;occ;ofc
oil-reservoir-synthesizer,
okonomiyaki,
okta-jwt-verifier,okta-jwt
okta,oktapy;okta-python;octa;okt;kota;okta3;opta;oka;osta;oktapython;ota;otta;okra
oldest-supported-numpy,
olefile,onefile
OleFileIO-PL,
oletools,onetools
ollama,ollamac;hllama;ollama-python;yollama;gollama;ollala;nollama;llama
olxcleaner,
ome-types,
ome-zarr,zarr
omegaconf,
omitempty,
omnibelt,
on-rails,on
oneagent-sdk,
onelogin,
onepasswordconnectsdk,
onetimepass,
onfido-python,onfido
onigurumacffi,
onnx-graphsurgeon,onnx;graphsurgeon
onnx-simplifier,onnx;simplifier
onnx,qonnx;onn;pnnx;onyx;onx;nnx;onix;wonnx;onex
onnx2tf,onnx-tf
onnx2torch,onnx2torch2
onnxconverter-common,common
onnxmltools,
onnxoptimizer,
onnxruntime-extensions,extensions;onnxruntime
onnxruntime-gpu,onnxruntime
onnxruntime-tools,tools;onnxruntime
onnxruntime,
onnxscript,
onnxsim,onnxslim
onnxslim,onnxsim
opacus,
open-clip-torch,open-clips-torch
Open-Tamil,tamil
open-webui,
open3d,openbd;openad;openpd;open3d-python;openjd
open5gsapi,open5gs-api
openai-messages-token-helper,
openai-whisper,openai;whisper
openai,openapi;openci;openagi;openav;oxenai;opengai;openair;topenai;openni;openaq;uopenai;openad;openrai;openi;openap;openai2;openag;openaix;openvi;openui
openapi-codec,openapi
openapi-core,openapi;openai-core
openapi-pydantic,openapi;pydantic
openapi-python-client,openai-python-client
openapi-schema-pydantic,openapi-schemas-pydantic
openapi-schema-validator,schema-validator
openapi-spec-validator,
openapi3,openapi
opencc-python-reimplemented,opencc-python
OpenCC,openccpy;opentc;opendc;opencc-py;openci;openc2;openqc;openoc;opencc-python;opencg;openccm;opencce;openxc;openct;opencf;openfc;openc3
opencensus-context,opencensus;context
opencensus-ext-azure,
opencensus-ext-flask,
opencensus-ext-logging,
opencensus-ext-requests,
opencensus-ext-sqlalchemy,
opencensus-ext-stackdriver,
opencensus-ext-threading,
opencensus-proto,opencensus
opencensus,
opencv-contrib-python-headless,opencv-contrib-python
opencv-contrib-python,opencv-contrib;opencvz-contrib-python
opencv-python-headless,opencv-python
opencv-python,opencc-python
opendatalab,
opendatasets,
openedx-atlas,atlas
openedx-calc,calc
openedx-django-pyfs,django-pyfs
openedx-django-require,django-require
openedx-django-wiki,
openedx-events,
openedx-filters,filters
openedx-learning,learning
openedx-mongodbproxy,
openexr,openexr-python;openxr;openemr;opener;opencxr
openfeature-sdk,
opengraph-py3,py3;opengraph
openidc-client,client
openinference-instrumentation-langchain,openinference-instrumentation
openinference-instrumentation-llama-index,
openinference-instrumentation-openai,openinference-instrumentation
openinference-instrumentation,
openinference-semantic-conventions,
opening-hours-py,opening-hours
openlineage-airflow,airflow
openlineage-integration-common,
openlineage-python,
openlineage-sql,sql
openmath,openpath
openmetadata-ingestion,ingestion;openmetadata
openmeteo-requests,requests
openmeteo-sdk,
openmim,openbim;opensim
openml,openlm;openmt;openfl;openmol;opendl;openrl;openql;openms
opennsfw2,
openpulse,
openpyxl-stubs,openpyxl;stubs
openpyxl,openpyexl
openqa-client,client;openqa
openqasm3,openqasm
opensearch-dsl,opensearch
opensearch-logger,logger;opensearch
opensearch-py,py;opensearch
openseespy,opensees
openseespylinux,
openshift-client,openshift-client-python;client;openshift
openshift,openshiftx
opensimplex,
openslide-python,
openssl-ocsp-responder,
openstackdocstheme,
openstacksdk,
openstep-parser,
openstep-plist,
opentelemetry-api,api
opentelemetry-distro,distro
opentelemetry-exporter-gcp-monitoring,
opentelemetry-exporter-gcp-trace,
opentelemetry-exporter-jaeger-proto-grpc,
opentelemetry-exporter-jaeger-thrift,opentelemetry-exporter-jaeger
opentelemetry-exporter-jaeger,
opentelemetry-exporter-otlp-proto-common,
opentelemetry-exporter-otlp-proto-grpc,
opentelemetry-exporter-otlp-proto-http,
opentelemetry-exporter-otlp,
opentelemetry-exporter-prometheus-remote-write,
opentelemetry-exporter-prometheus,
opentelemetry-exporter-zipkin-json,opentelemetry-exporter-zipkin
opentelemetry-exporter-zipkin-proto-http,
opentelemetry-exporter-zipkin,
opentelemetry-instrumentation-aio-pika,
opentelemetry-instrumentation-aiohttp-client,
opentelemetry-instrumentation-aiohttp-server,
opentelemetry-instrumentation-aiokafka,opentelemetry-instrumentation
opentelemetry-instrumentation-aiopg,opentelemetry-instrumentation
opentelemetry-instrumentation-anthropic,opentelemetry-instrumentation
opentelemetry-instrumentation-asgi,opentelemetry-instrumentation-wsgi;opentelemetry-instrumentation
opentelemetry-instrumentation-asyncio,opentelemetry-instrumentation
opentelemetry-instrumentation-asyncpg,opentelemetry-instrumentation
opentelemetry-instrumentation-aws-lambda,
opentelemetry-instrumentation-bedrock,opentelemetry-instrumentation
opentelemetry-instrumentation-boto,opentelemetry-instrumentation
opentelemetry-instrumentation-boto3sqs,opentelemetry-instrumentation
opentelemetry-instrumentation-botocore,opentelemetry-instrumentation
opentelemetry-instrumentation-cassandra,opentelemetry-instrumentation
opentelemetry-instrumentation-celery,opentelemetry-instrumentation
opentelemetry-instrumentation-chromadb,opentelemetry-instrumentation
opentelemetry-instrumentation-cohere,opentelemetry-instrumentation
opentelemetry-instrumentation-confluent-kafka,
opentelemetry-instrumentation-dbapi,opentelemetry-instrumentation
opentelemetry-instrumentation-django,opentelemetry-instrumentation
opentelemetry-instrumentation-elasticsearch,opentelemetry-instrumentation
opentelemetry-instrumentation-falcon,opentelemetry-instrumentation
opentelemetry-instrumentation-fastapi,opentelemetry-instrumentation
opentelemetry-instrumentation-flask,opentelemetry-instrumentation
opentelemetry-instrumentation-grpc,opentelemetry-instrumentation
opentelemetry-instrumentation-haystack,opentelemetry-instrumentation
opentelemetry-instrumentation-httpx,opentelemetry-instrumentation
opentelemetry-instrumentation-jinja2,opentelemetry-instrumentation
opentelemetry-instrumentation-kafka-python,
opentelemetry-instrumentation-langchain,opentelemetry-instrumentation
opentelemetry-instrumentation-llamaindex,opentelemetry-instrumentation
opentelemetry-instrumentation-logging,opentelemetry-instrumentation
opentelemetry-instrumentation-mysql,opentelemetry-instrumentation
opentelemetry-instrumentation-mysqlclient,opentelemetry-instrumentation
opentelemetry-instrumentation-openai,opentelemetry-instrumentation
opentelemetry-instrumentation-pika,opentelemetry-instrumentation
opentelemetry-instrumentation-pinecone,opentelemetry-instrumentation
opentelemetry-instrumentation-psycopg,opentelemetry-instrumentation-psycopg2;opentelemetry-instrumentation
opentelemetry-instrumentation-psycopg2,opentelemetry-instrumentation-psycopg;opentelemetry-instrumentation;opentelemetry-instrumentation-psygopg2
opentelemetry-instrumentation-pymemcache,opentelemetry-instrumentation
opentelemetry-instrumentation-pymongo,opentelemetry-instrumentation
opentelemetry-instrumentation-pymysql,opentelemetry-instrumentation
opentelemetry-instrumentation-pyramid,opentelemetry-instrumentation
opentelemetry-instrumentation-qdrant,opentelemetry-instrumentation
opentelemetry-instrumentation-redis,opentelemetry-instrumentation
opentelemetry-instrumentation-remoulade,opentelemetry-instrumentation
opentelemetry-instrumentation-replicate,opentelemetry-instrumentation
opentelemetry-instrumentation-requests,opentelemetry-instrumentation
opentelemetry-instrumentation-sklearn,opentelemetry-instrumentation
opentelemetry-instrumentation-sqlalchemy,opentelemetry-instrumentation
opentelemetry-instrumentation-sqlite3,opentelemetry-instrumentation
opentelemetry-instrumentation-starlette,opentelemetry-instrumentation
opentelemetry-instrumentation-system-metrics,
opentelemetry-instrumentation-threading,opentelemetry-instrumentation
opentelemetry-instrumentation-tornado,opentelemetry-instrumentation
opentelemetry-instrumentation-tortoiseorm,opentelemetry-instrumentation
opentelemetry-instrumentation-transformers,opentelemetry-instrumentation
opentelemetry-instrumentation-urllib,opentelemetry-instrumentation-urllib3;opentelemetry-instrumentation
opentelemetry-instrumentation-urllib3,opentelemetry-instrumentation-urllib;opentelemetry-instrumentation
opentelemetry-instrumentation-vertexai,opentelemetry-instrumentation
opentelemetry-instrumentation-watsonx,opentelemetry-instrumentation
opentelemetry-instrumentation-weaviate,opentelemetry-instrumentation
opentelemetry-instrumentation-wsgi,opentelemetry-instrumentation-asgi;opentelemetry-instrumentation
opentelemetry-instrumentation,
opentelemetry-propagator-aws-xray,
opentelemetry-propagator-b3,
opentelemetry-propagator-gcp,
opentelemetry-propagator-jaeger,
opentelemetry-propagator-ot-trace,
opentelemetry-proto,
opentelemetry-resource-detector-azure,
opentelemetry-resourcedetector-docker,
opentelemetry-resourcedetector-gcp,
opentelemetry-resourcedetector-kubernetes,
opentelemetry-sdk-extension-aws,
opentelemetry-sdk,
opentelemetry-semantic-conventions-ai,opentelemetry-semantic-conventions
opentelemetry-semantic-conventions,
opentelemetry-test-utils,test-utils
opentelemetry-util-http,
opentracing-utils,utils;opentracing
opentracing,
openturns,
openunmix,
openupgradelib,
openvds,opends;opencds
openvino-dev,openvino
openvino-telemetry,telemetry;openvino
openvino,openvino-python
OpenVisus,openvisuspy
openvpn-status,status
openxlab,openlab;openqlab
ophyd,
ops-scenario,ops;scenario
ops,ogs;bops;oms;opts;pos;oas;oops;lps;ods;ors;opps;opsb;ips;opu;iops;vps;fps;opm;vops;oes;sps;ohs;oss;ovs;opo;sops;cops;ops.py;ope;pops;mps;opk;zps;jps;opa;zops;wps;gps;opv;opc;ons;opz;oqs;tps;ots;opp;tops;opd;dops;aps;opr;odps;ps;opf;oos;kps;ocs;ofs;ois;xps;hps;opx;xops;hops;opl;ups;eps;opms;rps
opsgenie-sdk,
opt-einsum-fx,opt-einsum
opt-einsum,einsum
optax,optix;jptax;optx;opta;optas;opax
optbinning,
optimizely-sdk,optimizely
optimum-neuron,optimum
optimum-quanto,optimum;quanto
optimum,optimux;optimus
optional-django,optional
optlang,
optparse-pretty,pretty
optree,cptree;optres;oxtree;ostree;optrie;rptree;pptree;ptree;otree;gptree;vptree
optuna-integration,optuna
optuna,
ora2,oras;ora;oa2;ofa2
oracledb,
oras,ors;ores;omas;gras;loras;orcas;eras;orgs;horas;sras;orkas;ora2;oaas;ras;ora;coras;oas;olas;orats;oris
orb-billing,orb
orbax-checkpoint,orbax
ordered-enum,enum;ordered
ordered-set,orderedset;ordered
ordereddict,
orderedmultidict,
orderly-set,orderly
orionsdk,
orjson,rjson;ojson;okjson;orjsonl;drjson;lrjson;mrjson;xorjson
ormar,armar;omar
ormsgpack,
ortools,brtools;crtools;srtools;trtools;urtools;ootools;oktools;hrtools;rotools;krtools;oftools;drtools;rtools;lrtools;prtools;qrtools;ostools;rrtools;ocrtools;ogrtools;otools;fortools
os-api-ref,
os-brick,nos-brick;brick
os-client-config,
os-ken,ken
os-resource-classes,
os-service-types,
os-sys,
os-traits,traits;ostraits
os-vif,
os-win,
osc-lib,osc;osv-lib;oss-lib;os-lib;lib
osc,oscp;olc;tsc;dsc;qsc;asc;osu;nsc;osl;osw;omc;ksc;oscb;odc;xsc;hsc;orc;oss;os3;esc;bsc;oec;ovc;ofsc;osy;soc;osm;ogc;oscn;opc;oso;vsc;fsc;osg;ssc;csc;oscr;onc;oscpy;otc;osa;ost;psc;obc;ocs;osv;msc;jsc;oc;osd;os0;gsc;bosc;occ;ofc;osf;oic
oschmod,
oscrypto,noscrypto;olscrypto;sscrypto;os-crypto
osfclient,osuclient
OSlash,oshash;slash;gslash;dslash
oslo.cache,cache
oslo.concurrency,concurrency
oslo.config,config
oslo.context,context
oslo.db,db
oslo.i18n,i18n
oslo.limit,limit
oslo.log,
oslo.messaging,messaging
oslo.metrics,metrics
oslo.middleware,middleware;oslomiddleware
oslo.policy,policy
oslo.privsep,
oslo.reports,reports
oslo.rootwrap,
oslo.serialization,serialization
oslo.service,service
oslo.upgradecheck,
oslo.utils,utils
oslo.versionedobjects,
oslotest,
osm2geojson,
osmium,ostium
osmnx,osmx;osmrx
osprofiler,osprofile;sprofiler
ospx,spx;ospd;ossx;ospa;osex;otpx;osmx;ospy;opx
osqp,oscp;osop;sqp;osdp
oss2,oss;ots2;oss2r;ossh;ossx;ossd;nss2;osst;oss0
otel-extensions,extensions
outcome,
outdated,
outlines,outline
overpass,overpass2
overrides,
ovh,ovf;ogh;omh;kvh;ovl;bvh;ohh;ovs;oh;o2h;ov;ofh;ovc;cvh;ovi;dvh;ovp;voh;ovr
ovld,oold;vld;ovid;ovl
ovmsclient,
ovos-date-parser,date-parser
ovos-utils,utils;ovds-utils
ovos-workshop,workshop
ovs,ovf;ogs;oms;obvs;ops;oas;ods;ors;xvs;ovl;oes;ohs;oss;ovh;ovspy;lvs;ov;ovc;vvs;svs;ons;oqs;ots;ovi;mvs;oos;ocs;ofs;osv;ois;tvs;ovp;ovcs;vos;avs;ovr
ovsdbapp,
owlrl,owlml
ownercredit,
OWSLib,cwslib;awslib;bwslib;opslib;obslib;owllib;odslib;ownlib;rwslib
oyaml,nyaml;ocaml;myaml;kyaml;iyaml;hyaml;xyaml;eyaml;uyaml;syaml;byaml;ryaml;pyaml
OZI,mozi;ooi;oui;oci;ozo;ofi;oii;zi;omi;ori;ovi;uzi;ezi;oli;ozg;oki;oni;oi;oqi
p4p,p4x;c4p;pnp;pbp;p4d;php;psp;pvp;p4f;p2p;pfp;pip;pwp;pzp;pp;pkp;pqp;pap;p4j;pdp;p4;pop;prp;pup;pxp;pcp;24p;pyp;pjp;ppp
p4python,p4;pgpython;pipython;ptpython;pepython
packageurl-python,
packaging-legacy,legacy;packaging
packaging,packaging2;pckaging
packcircles,
packed,paced;packel;jacked;packet;packer
pact-python,pack-python;pact;act-python
paddle-bfloat,bfloat;paddle
paddle,paddles;paddl;waddle;yaddle;paddlex;saddle;kaddle;paddle-python
paddleclas,
paddleocr,
paddlepaddle,
padelpy,padepy
pafy,pafpy;pofy;pagy;pyfy;kafy;pary;pafi;pay;pdfy;paff;dafy;pafx;papy
paginate,
paho-mqtt,mqtt
palettable,
pallets-sphinx-themes,
pamela,pymela;pamel
pampy,phampy;pgmpy;pmpy;rampy;bampy;pvmpy;oampy;pimpy;papy;lampy;yampy;pappy;paipy;ampy;sampy;campy;psmpy;pacpy;palpy;ppmpy;pamly;pavpy;pumpy;pafpy;panpy;zampy;jampy;pam;wampy;gampy;spampy;dampy;pompy;qampy;hampy;pammy
pamqp,amqp;zamqp;tamqp;uamqp;ramqp
pan-os-python,panpython
pan-python,panpython;pan
panda,pandapy;pandp;anda;pamda;manda;pandan;pandas;payda;janda;pana;pandaa;panda-python;pandaz;pando;pinda;panna;panta;wanda;panya;pandb;sanda;pada;randa;spanda;qanda;pandag;pandy;pandaq
panda3d-gltf,panda3d;gltf
panda3d-simplepbr,panda3d
panda3d,
pandarallel,
pandas-access,access;pandas;pandasaccess
pandas-datareader,pandas;datareader
pandas-flavor,pandas
pandas-gbq,gbq;pandas
pandas-market-calendars,market-calendars
pandas-profiling,pandasprofiling;pandas;profiling
pandas-read-xml,
pandas-redshift,redshift;pandas2redshift;pandas
pandas-schema,pandas;schema
pandas-stubs,pandas;stubs
pandas-summary,pandas;summary
pandas-ta,pandas-ga;pandassta;pandas;pandas-td;ta;pandas-tab
pandas-td,pandas;pandas-ta;td
pandas,pandavs;mpandas;pandan;panvas;paandas;pandos;bandas;pandaa;pandaz;upandas;ipandas;padnas;panndas;panddas;panadas;pandis;spandas;pandans;fpandas;pandass;psndas;kpandas;pandag;pandaq;panda;pandas2;pyndas;pandus
pandasai,
pandasql,pandasxl;pandasql3
pandavro,
pandera,pantera;pandora
pandoc,pandoo;pandos;pyndoc;pando;pardoc;pandocx;pyandoc
pandocfilters,
panel,panels;parel;pazel;pane;panml;pamel
pangres,pyngres
panoptes-client,panoptes;client
panphon,panthon;panphon2
pansi,pansg;panci;panis;pynsi;fansi;ansi;panki;pansy;panti;cansi;patsi;nansi;mansi
pantab,panta;pantam
pantsbuild.pants,pants
PaperlogicSDK,
papermill,
para,park;parq;pura;parea;pyra;par;paka;papa;tara;opara;cara;parapy;pary;sara;parac;parag;bara;parma;paras;pcra;pana;pard;nara;parsa;mara;ara;pare;parc;parl;pra;pada;param;yara;paca;parm
paragami,
parallel-ssh,parallel;ssh
param,paraml;parac;parag;parma;paras;garam;aram;para;pram;params;paramz;saram;parampy;param2;pasam;pyram;baram;hparam;parm
parameterized,parametrized;parameterize
parameters-validation,parameters;validation
parametrize-from-file,
parametrize,parametrized;parameterize;parametrizer
paramiko-expect,paramiko
paramiko,parimiko;paramiko-ng
paramz,paraml;params;param2;param
parce,parle;parcp;parcel;parse;sparce;pare;parc;parcs;rarce
parquet-metadata,metadata;parquet
parquet-tools,parquet;tools
parquet,parqet;parquest;parquet-py
parse-cmake,cmake;parse
parse-rest,parse
parse-type,parse
parse,parsl;parst;parce;purse;dparse;eparse;fparse;parle;aparse;parso;lparse;nparse;iparse;jparse;parsr;parsec;parsel;parseq;parsa;pare;sparse;vparse;pparse;parsex;rparse;pase;perse;cparse;parsy;pause;oparse
parsedatetime,
parsel,parsl;parseli;parsely;parel;parsec;parselx;parcel;parseq;parse;parsex
parsimonious,
Parsley,parley;parsely;parslepy;paisley
parso,parsl;parst;paros;paso;parsr;marso;parsa;parse;parlo;parsy;parsoc
parsy,parsl;parst;pary;parspy;parsyc;parso;pansy;parsr;patsy;parsa;parse;passy;party
partd,part2;pyrtd;pard;parth;partx;party;parts
partial-json-parser,json-parser
party,darty;porty;parsy;part2;pary;partd;partpy;parth;partx;partypy;parts
parver,carver;parler;paraer
passagemath-bliss,bliss
passagemath-coxeter3,
passagemath-objects,objects
passlib,psslib
password-strength,passwordstrength;password
passwordgenerator,password-generator;passwordgeneratorpy
Paste,faste;spaste;taste;baste;paste2;pastie;rpaste;pasta;dpaste;pastee;lpaste;pastel;pastep;pate;paste.py;pase;haste;pasee;bpaste;pasts;xpaste;paster
PasteDeploy,
pastel,astel;pastml;fastel;paste2;paste;pastee;pastep;paster
PasteScript,
patch-ng,patch;ng
patch,watch;ppatch;datch;pwatch;patch-ng;catch;patche;pytch;qatch;natch;patchpy;path;pbatch;match;latch;petch;katch;patchy;hatch;xatch;spatch;pitch
