confuser_pkg,target_pkg,signals
gtm,gto,Character Replaced: m
goto,gto,Character Added: o;Containing Character Added: o
gtx,gto,Character Replaced: x
bto,gto,Character Replaced: b;Close Letters on QWERTY Keyboard: g => b
gio,gto,Character Replaced: i
gte,gto,Ascii Homoglpyh: o => e;Character Replaced: e;Swap Vowel: o => e
gtd,gto,Character Replaced: d
sto,gto,Character Replaced: s
ito,gto,Character Replaced: i
gtom,gto,Character Added: m
gso,gto,Character Replaced: s
xto,gto,Bit Flips: Byte 0, Bit 4;Bit Flips: Byte 0, Bit 5;Character Replaced: x
gtn,gto,Character Replaced: n
goo,gto,Character Replaced: o
tcpy,ECPy,Character Replaced: t
eupy,ECPy,Character Replaced: u
efpy,ECPy,Character Replaced: f;Close Letters on QWERTY Keyboard: c => f
ccpy,ECPy,Character Replaced: c
ebcpy,ECPy,Character Added: b
gcpy,ECPy,Character Replaced: g
evpy,ECPy,Character Replaced: v;Close Letters on QWERTY Keyboard: c => v
ecp,ECPy,Character Removed: 3 ('y')
qcpy,ECPy,Character Replaced: q
elpy,ECPy,Character Replaced: l
emcpy,ECPy,Character Added: m
scpy,ECPy,Character Replaced: s;Close Letters on QWERTY Keyboard: e => s
encpy,ECPy,Character Added: n
ecmpy,ECPy,Character Added: m
ezpy,ECPy,Character Replaced: z
lcpy,ECPy,Character Replaced: l
ecapy,ECPy,Character Added: a
enpy,ECPy,Character Replaced: n
epcy,ECPy,Letters Swapped
e6py,ECPy,Character Replaced: 6
ec,ECPy,Suffix Removed: py
eepy,ECPy,Letter Duplicated and Replaced: e;Character Replaced: e
rcpy,ECPy,Character Replaced: r;Close Letters on QWERTY Keyboard: e => r
secpy,ECPy,Character Added: s;Double hit character: s
pecpy,ECPy,Character Added: p;Containing Character Added: p
cepy,ECPy,Letters Swapped
ocpy,ECPy,Ascii Homoglpyh: e => o;Character Replaced: o;Swap Vowel: e => o
xcpy,ECPy,Character Replaced: x
mcpy,ECPy,Character Replaced: m
ecopy,ECPy,Character Added: o;Double hit character: o
kcpy,ECPy,Character Replaced: k
etpy,ECPy,Character Replaced: t
cpy,ECPy,Character Removed: 0 ('e')
erpy,ECPy,Character Replaced: r
bcpy,ECPy,Bit Flips: Byte 0, Bit 2;Character Replaced: b
espy,ECPy,Character Replaced: s;Close Letters on QWERTY Keyboard: c => s
ecpb,ECPy,Character Replaced: b
escpy,ECPy,Character Added: s;Double hit character: s
ec4py,ECPy,Character Added: 4
edpy,ECPy,Character Replaced: d;Close Letters on QWERTY Keyboard: c => d
ecpc,ECPy,Character Replaced: c
vecpy,ECPy,Character Added: v
edcpy,ECPy,Character Added: d;Double hit character: d
expy,ECPy,Character Replaced: x;Close Letters on QWERTY Keyboard: c => x
wcpy,ECPy,Character Replaced: w;Close Letters on QWERTY Keyboard: e => w
ecspy,ECPy,Character Added: s
eppy,ECPy,Character Replaced: p
dcpy,ECPy,Bit Flips: Byte 0, Bit 0;Character Replaced: d;Close Letters on QWERTY Keyboard: e => d
eccpy,ECPy,Character Added: c;Character Added: c;Containing Character Added: c;Containing Character Added: c;Letter Duplicated: c
egpy,ECPy,Character Replaced: g
acpy,ECPy,Ascii Homoglpyh: e => a;Character Replaced: a;Swap Vowel: e => a
eapy,ECPy,Character Replaced: a
vcpy,ECPy,Character Replaced: v
etcpy,ECPy,Character Added: t
epcpy,ECPy,Character Added: p;Containing Character Added: p
pcpy,ECPy,Character Replaced: p
ekpy,ECPy,Character Replaced: k
pipeline,azureml-pipeline,Separated Section Removed: 0 ('a')
azureml-pipeline-wrapper,azureml-pipeline, Mutated package with prefix/suffix generated: azureml-pipeline-wrapper
webauth,webauthn,Character Removed: 7 ('n')
django-tinymce4,django-tinymce,Character Added: 4;Close Letters on QWERTY Keyboard, added to end: django-tinymce => 4;Suffix Added: 4
daget,dagit,Character Replaced: e;Swap Vowel: i => e
tagit,dagit,Character Replaced: t
dagi,dagit,Character Removed: 4 ('t')
dagrt,dagit,Character Replaced: r
degit,dagit,Ascii Homoglpyh: a => e;Character Replaced: e;Swap Vowel: a => e
magit,dagit,Character Replaced: m
daglit,dagit,Character Added: l;Double hit character: l
digit,dagit,Character Replaced: i;Swap Vowel: a => i
dagio,dagit,Character Replaced: o
dgit,dagit,Character Removed: 1 ('a')
agit,dagit,Character Removed: 0 ('d')
hx-mysql,mysql, Mutated package with prefix/suffix generated: hx-mysql
rdmysql,mysql, Mutated package with prefix/suffix generated: rdmysql
mtsql,mysql,Character Replaced: t;Close Letters on QWERTY Keyboard: y => t
zmysql,mysql,Character Added: z, Mutated package with prefix/suffix generated: zmysql
ysql,mysql,Character Removed: 0 ('m')
dojo-mysql,mysql, Mutated package with prefix/suffix generated: dojo-mysql
mysql-pool,mysql, Mutated package with prefix/suffix generated: mysql-pool
mysqlplus,mysql, Mutated package with prefix/suffix generated: mysqlplus
mysql-util,mysql, Mutated package with prefix/suffix generated: mysql-util
trio-mysql,mysql, Mutated package with prefix/suffix generated: trio-mysql
mysqldump,mysql, Mutated package with prefix/suffix generated: mysqldump
coolmysql,mysql, Mutated package with prefix/suffix generated: coolmysql
fastmysql,mysql, Mutated package with prefix/suffix generated: fastmysql
mysqlkit,mysql, Mutated package with prefix/suffix generated: mysqlkit
dictmysql,mysql, Mutated package with prefix/suffix generated: dictmysql
mock-mysql,mysql, Mutated package with prefix/suffix generated: mock-mysql
smysql,mysql,Character Added: s;Containing Character Added: s, Mutated package with prefix/suffix generated: smysql
masql,mysql,Character Replaced: a;Swap Vowel: y => a
op-mysql,mysql, Mutated package with prefix/suffix generated: op-mysql
mysqlx,mysql,Character Added: x, Mutated package with prefix/suffix generated: mysqlx;Suffix Added: x
chatmysql,mysql, Mutated package with prefix/suffix generated: chatmysql
mysqs,mysql,Character Replaced: s
umysql,mysql,Character Added: u, Mutated package with prefix/suffix generated: umysql
mysqlconn,mysql, Mutated package with prefix/suffix generated: mysqlconn
lightmysql,mysql, Mutated package with prefix/suffix generated: lightmysql
mysql-diff,mysql, Mutated package with prefix/suffix generated: mysql-diff
asmysql,mysql, Mutated package with prefix/suffix generated: asmysql
myql,mysql,Character Removed: 2 ('s')
dox-mysql,mysql, Mutated package with prefix/suffix generated: dox-mysql
nsmysql,mysql, Mutated package with prefix/suffix generated: nsmysql
mysqlsp,mysql, Mutated package with prefix/suffix generated: mysqlsp
py-mysql,mysql, Mutated package with prefix/suffix generated: py-mysql
mosql,mysql,Character Replaced: o;Swap Vowel: y => o
easymysql,mysql, Mutated package with prefix/suffix generated: easymysql
db-mysql,mysql, Mutated package with prefix/suffix generated: db-mysql
mysqlorm,mysql, Mutated package with prefix/suffix generated: mysqlorm
msql,mysql,Character Removed: 1 ('y')
mysq2,mysql,Character Replaced: 2
mypymysql,mysql, Mutated package with prefix/suffix generated: mypymysql
jx-mysql,mysql, Mutated package with prefix/suffix generated: jx-mysql
freemysql,mysql, Mutated package with prefix/suffix generated: freemysql
cymysql,mysql, Mutated package with prefix/suffix generated: cymysql
bits-mysql,mysql, Mutated package with prefix/suffix generated: bits-mysql
pysql,mysql,Character Replaced: p
orm-mysql,mysql, Mutated package with prefix/suffix generated: orm-mysql
mysl,mysql,Character Removed: 3 ('q')
mysqlpy,mysql, Mutated package with prefix/suffix generated: mysqlpy;Suffix Added: py
mssql,mysql,Character Replaced: s
csv2mysql,mysql, Mutated package with prefix/suffix generated: csv2mysql
mysql-wrap,mysql, Mutated package with prefix/suffix generated: mysql-wrap
mysqlfuncs,mysql, Mutated package with prefix/suffix generated: mysqlfuncs
jymysql,mysql, Mutated package with prefix/suffix generated: jymysql
mysqlchain,mysql, Mutated package with prefix/suffix generated: mysqlchain
mysqltools,mysql, Mutated package with prefix/suffix generated: mysqltools
mysqlcp,mysql, Mutated package with prefix/suffix generated: mysqlcp
mysqlsync,mysql, Mutated package with prefix/suffix generated: mysqlsync
mysqlfast,mysql, Mutated package with prefix/suffix generated: mysqlfast
mysql-sp,mysql, Mutated package with prefix/suffix generated: mysql-sp
csvmysql,mysql, Mutated package with prefix/suffix generated: csvmysql
mysq,mysql,Character Removed: 4 ('l')
bom-mysql,mysql, Mutated package with prefix/suffix generated: bom-mysql
mysql-cli,mysql, Mutated package with prefix/suffix generated: mysql-cli
mysqlog,mysql, Mutated package with prefix/suffix generated: mysqlog
checkmysql,mysql, Mutated package with prefix/suffix generated: checkmysql
mysqlparse,mysql, Mutated package with prefix/suffix generated: mysqlparse
use-mysql,mysql, Mutated package with prefix/suffix generated: use-mysql
ezmysql,mysql, Mutated package with prefix/suffix generated: ezmysql
xysql,mysql,Character Replaced: x
tormysql,mysql, Mutated package with prefix/suffix generated: tormysql
quickmysql,mysql, Mutated package with prefix/suffix generated: quickmysql
imysql,mysql,Character Added: i, Mutated package with prefix/suffix generated: imysql
tap-mysql,mysql, Mutated package with prefix/suffix generated: tap-mysql
pg-mysql,mysql, Mutated package with prefix/suffix generated: pg-mysql
hitchmysql,mysql, Mutated package with prefix/suffix generated: hitchmysql
oomysql,mysql, Mutated package with prefix/suffix generated: oomysql
mysqlsheet,mysql, Mutated package with prefix/suffix generated: mysqlsheet
spmysql,mysql, Mutated package with prefix/suffix generated: spmysql
rymysql,mysql, Mutated package with prefix/suffix generated: rymysql
myyql,mysql,Letter Duplicated and Replaced: y;Character Replaced: y
mysqlctl,mysql, Mutated package with prefix/suffix generated: mysqlctl
crsmysql,mysql, Mutated package with prefix/suffix generated: crsmysql
mysql-data,mysql, Mutated package with prefix/suffix generated: mysql-data
sp-mysql,mysql, Mutated package with prefix/suffix generated: sp-mysql
mysql-type,mysql, Mutated package with prefix/suffix generated: mysql-type
mysqltop,mysql, Mutated package with prefix/suffix generated: mysqltop
mysqllib,mysql, Mutated package with prefix/suffix generated: mysqllib
mwsql,mysql,Character Replaced: w
mysql-oop,mysql, Mutated package with prefix/suffix generated: mysql-oop
mysqlutil,mysql, Mutated package with prefix/suffix generated: mysqlutil
mysql-dump,mysql, Mutated package with prefix/suffix generated: mysql-dump
zymysql,mysql, Mutated package with prefix/suffix generated: zymysql
entangle,untangle,Character Replaced: e;Swap Vowel: u => e
python-interfaces,python-interface,Character Added: s;Close Letters on QWERTY Keyboard, added to end: python-interface => s;Suffix Added: s
py-interface,python-interface,String Substituted: python => py
fs-s3fs-ng,fs-s3fs,Suffix Added: -ng
rest-swagger,django-rest-swagger,Separated Section Removed: 0 ('d')
django4-rest-swagger,django-rest-swagger,Character Added: 4
django-rest,django-rest-swagger,Separated Section Removed: 2 ('a')
worker,uvicorn-worker,Separated Section Removed: 0 ('u')
better,better-exceptions,Separated Section Removed: 1 ('e')
simplejsonseq,jsonseq, Mutated package with prefix/suffix generated: simplejsonseq
dbapi,ydb-dbapi,Separated Section Removed: 0 ('y')
pyconsul,py-consul,Character Removed: 2 ('-');Separator Removed -
linepy,lingpy,Character Replaced: e
linpy,lingpy,Character Removed: 3 ('g')
slingpy,lingpy,Character Added: s, Mutated package with prefix/suffix generated: slingpy
pingpy,lingpy,Character Replaced: p;Close Letters on QWERTY Keyboard: l => p
lintpy,lingpy,Character Replaced: t;Close Letters on QWERTY Keyboard: g => t
lingopy,lingpy,Character Added: o;Double hit character: o
linvpy,lingpy,Character Replaced: v;Close Letters on QWERTY Keyboard: g => v
bingpy,lingpy,Character Replaced: b
lingy,lingpy,Character Removed: 4 ('p')
linqpy,lingpy,Ascii Homoglpyh: g => q;Character Replaced: q
dingpy,lingpy,Character Replaced: d
linkpy,lingpy,Character Replaced: k
piccol,piccolo,Character Removed: 6 ('o')
pyccolo,piccolo,Character Replaced: y;Swap Vowel: i => y
bitorchinfo,torchinfo, Mutated package with prefix/suffix generated: bitorchinfo
pysqlite,pysqlite3,Character Removed: 8 ('3');Suffix Removed: 3
py2sqlite3,pysqlite3,Character Added: 2
streamlit-aggrid-redux,streamlit-aggrid, Mutated package with prefix/suffix generated: streamlit-aggrid-redux
streamlit-aggrid-pro,streamlit-aggrid, Mutated package with prefix/suffix generated: streamlit-aggrid-pro
streamlit-aggrid-download,streamlit-aggrid, Mutated package with prefix/suffix generated: streamlit-aggrid-download
chia,chia-rs,Separated Section Removed: 1 ('h')
chik-rs,chia-rs,Character Replaced: k
rs,chia-rs,Separated Section Removed: 0 ('c')
simplyfile,plyfile, Mutated package with prefix/suffix generated: simplyfile
hurry,hurry.filesize,Separated Section Removed: 1 ('u')
wmclient,mwclient,Letters Swapped
twclient,mwclient,Character Replaced: t
mbclient,mwclient,Character Replaced: b
mlclient,mwclient,Character Replaced: l
owclient,mwclient,Character Replaced: o
mwklient,mwclient,Character Replaced: k
pwclient,mwclient,Character Replaced: p
m-client,mwclient,Character Replaced: -
mclient,mwclient,Character Removed: 1 ('w')
badge,coverage-badge,Separated Section Removed: 0 ('c')
shell,prefect-shell,Separated Section Removed: 0 ('p')
django-configuration,django-configurations,Character Removed: 20 ('s');Suffix Removed: s
kstopit,stopit,Character Added: k, Mutated package with prefix/suffix generated: kstopit
jieba3,jieba3k,Character Removed: 6 ('k')
zdxtools,odxtools,Character Replaced: z
ofxtools,odxtools,Character Replaced: f;Close Letters on QWERTY Keyboard: d => f
ocxtools,odxtools,Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
idxtools,odxtools,Character Replaced: i;Swap Vowel: o => i;Close Letters on QWERTY Keyboard: o => i
odltools,odxtools,Character Replaced: l
